f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39
10.5807,9.99248,26.1417,33.7927,18.5782,24.7066,25.7571,6.44658,11.2737,-2.3261,-5.68939,-7.3161,-3.82669,3.79915,2.92087,-3.36309,-13.5176,-17.3302,-18.497,-19.5089,-20.0971,-19.0925,-15.2287,-19.0612,-23.0445,-23.2843,-23.4341,-20.5882,-18.358,-17.0357,-16.0608,-16.1118,-22.4694,-26.7913,-28.1857,-27.1816,-27.0762,-27.3113,-24.2895,-27.4752
-0.983285,6.95504,24.554,32.3137,22.0176,21.045,22.5933,10.5334,12.1997,3.54223,2.14583,0.821114,0.700419,5.78473,3.55046,-0.413007,-6.00652,-6.90219,-7.83675,-8.99526,-9.53984,-10.3828,-11.0139,-11.9063,-13.2003,-14.2498,-14.7231,-14.6438,-14.3937,-13.7172,-14.4121,-15.9138,-18.1741,-19.467,-19.9398,-20.5199,-20.6698,-20.7535,-20.7236,-21.7945
1.06984,6.907,18.6285,24.445,19.2882,12.6899,12.6555,10.1629,8.27376,2.42931,1.54206,0.480147,-0.318517,1.16893,-1.58675,-3.3539,-6.28533,-7.18787,-8.14963,-9.15205,-9.8061,-10.7401,-11.8905,-12.4074,-13.3729,-14.3953,-14.9444,-15.3629,-15.7912,-15.6835,-17.0167,-18.0225,-19.0038,-19.9181,-20.4948,-21.0922,-21.438,-21.4049,-21.8912,-22.2792
8.52258,8.84414,21.1255,29.1249,22.5599,14.371,14.0756,11.1819,6.89134,2.51851,1.50785,1.26327,0.172074,2.24732,-3.90836,-3.75837,-5.38342,-6.48397,-7.48447,-8.12603,-8.90275,-9.43629,-10.3958,-11.2756,-12.28,-13.1922,-13.8696,-14.5336,-14.5493,-15.0585,-15.5478,-16.7956,-18.1785,-19.0158,-19.9376,-20.1277,-20.4643,-20.3819,-20.4972,-20.7209
9.21754,4.08479,19.0589,30.664,22.6707,10.4514,17.0995,8.1732,6.40373,3.07024,-3.83559,-3.7394,-3.06772,2.42575,-1.57779,-6.68955,-10.9513,-12.1988,-13.2016,-13.9101,-14.5987,-14.4503,-14.0894,-16.2951,-17.8216,-18.6258,-19.3627,-19.0686,-16.8502,-17.44,-17.0489,-18.7867,-22.5315,-23.8665,-24.7965,-24.6273,-24.7221,-24.319,-23.8299,-24.8854
3.85668,5.83009,10.9112,25.795,21.0478,7.98615,17.1316,8.42435,3.69465,1.38998,-4.89266,-5.7078,-4.07096,-4.45263,-5.91178,-8.46881,-12.3092,-14.2057,-14.945,-16.251,-17.2927,-16.5414,-16.7483,-17.618,-19.8458,-20.2458,-21.2046,-21.447,-18.9817,-18.7513,-18.7746,-21.116,-23.8465,-25.669,-26.3513,-26.5679,-26.3474,-25.8248,-24.898,-26.5608
1.74905,3.46047,9.18868,16.9316,15.1307,6.08212,10.1887,4.81891,-1.25752,-2.13611,-4.47693,-6.19293,-6.28567,-8.83023,-10.3374,-11.6601,-12.9309,-14.5567,-15.4591,-16.6287,-17.5889,-17.8203,-17.7069,-18.3893,-20.1696,-20.893,-21.8435,-23.0063,-22.9276,-21.9705,-22.7363,-23.6911,-25.6385,-26.9547,-27.5662,-27.7151,-28.2661,-27.7901,-27.3845,-28.6186
5.31555,4.12222,10.5923,24.1572,21.1081,6.31073,7.62229,5.69476,1.90006,4.22899,-2.50803,-5.37782,-3.33561,-3.49537,-4.23336,-8.63161,-11.5055,-13.8217,-14.9942,-15.9582,-16.3687,-17.0075,-15.5252,-17.6101,-18.5485,-19.9228,-20.8235,-20.9616,-18.8234,-19.2901,-21.0698,-21.3924,-24.6286,-25.4597,-26.2036,-25.463,-26.6442,-25.914,-25.0159,-26.7927
2.23705,-1.32822,3.92432,27.3298,23.9852,3.06202,11.3519,7.36844,1.06819,3.90721,-8.10382,-11.1535,-3.9641,-3.15026,-5.43042,-9.30533,-14.5938,-19.1349,-20.555,-21.1176,-21.1109,-18.0365,-17.6137,-21.5444,-23.1911,-24.2936,-24.8626,-24.0915,-18.8429,-18.5344,-19.3469,-22.2801,-27.1285,-28.2759,-29.1103,-27.557,-28.0598,-27.0547,-24.6941,-27.6383
-1.28139,1.28554,7.85861,24.7022,21.5591,4.98537,9.90064,6.2053,-0.18879,0.597735,-10.3484,-11.2192,-6.12656,-4.27061,-7.98539,-12.1923,-16.5036,-19.125,-21.8045,-21.9222,-22.5978,-18.1301,-19.6257,-24.1242,-25.1773,-25.7229,-26.7771,-27.239,-23.1368,-19.978,-20.039,-24.5311,-26.8227,-29.5749,-31.1028,-29.9735,-29.2715,-28.4068,-26.121,-30.003
2.45029,2.67141,8.13011,15.7543,13.6511,2.2626,1.96843,1.23304,-2.68294,-4.57856,-10.2866,-11.4857,-10.7145,-11.2822,-13.5756,-17.6951,-18.7603,-19.5128,-21.8143,-22.572,-23.4277,-21.8021,-22.9619,-26.3264,-26.7998,-27.3826,-28.427,-29.0292,-29.2903,-25.3584,-25.5442,-28.359,-30.3176,-32.4843,-33.9025,-33.3744,-32.9433,-32.5634,-31.1006,-33.9639
8.97646,6.5756,8.52273,18.2887,17.2798,4.42597,3.1453,1.81329,-2.61963,-5.03116,-8.99173,-10.3288,-7.49252,-10.7903,-13.0996,-16.6641,-17.5685,-18.011,-19.9599,-21.2303,-22.3988,-21.8121,-20.8566,-24.5772,-26.5654,-26.6025,-26.3259,-25.4425,-25.8877,-21.7836,-21.7462,-23.8315,-29.0127,-29.491,-30.0316,-29.0206,-30.6177,-29.2696,-26.4282,-30.05
7.01903,2.29262,3.89891,20.5887,19.4027,1.73376,4.50171,-0.806663,-3.24553,-3.54209,-12.6458,-14.6302,-9.32946,-10.2079,-12.1337,-15.6066,-20.4655,-21.5662,-23.0827,-24.0247,-25.1289,-22.599,-21.564,-25.3542,-27.9941,-27.676,-26.3687,-26.7635,-24.2946,-20.8151,-20.0236,-23.8014,-28.0938,-29.7885,-29.5499,-29.134,-29.309,-26.9106,-24.3044,-27.9542
4.19982,1.69123,5.78664,19.0227,17.4042,1.80574,2.48017,-0.649545,-4.74207,-4.85662,-8.88432,-9.88191,-9.11347,-9.93379,-11.49,-14.8952,-16.9412,-18.0843,-18.6603,-18.0018,-19.7801,-19.9105,-18.3823,-22.1968,-23.9425,-24.5329,-23.5478,-24.3803,-24.4039,-21.9299,-22.3238,-25.2488,-26.8419,-29.4141,-28.9049,-29.1815,-28.2538,-27.2349,-24.2819,-27.4437
1.1176,0.918844,6.00258,12.9191,11.477,0.717717,-0.585548,-2.41573,-6.56384,-7.3618,-9.17247,-10.4466,-11.1147,-12.3253,-14.0035,-16.8342,-17.5102,-18.252,-19.1184,-19.1499,-20.3856,-21.1708,-20.2615,-24.129,-24.7652,-25.574,-25.107,-25.9557,-26.8434,-25.6027,-26.9683,-29.1242,-29.5395,-30.4631,-30.6449,-31.4506,-31.0907,-30.758,-28.8248,-30.4824
-2.81418,2.85182,9.11056,21.8153,17.2528,3.88517,3.6184,-2.3328,-5.74769,-5.69462,-8.67739,-10.0543,-12.6734,-11.9978,-12.8282,-14.5576,-16.2974,-15.9719,-17.9024,-20.0382,-19.2789,-20.4857,-19.9116,-23.3171,-23.0806,-23.7798,-23.5793,-25.6401,-24.5589,-21.633,-21.5881,-27.1754,-28.3962,-26.9515,-28.4343,-29.1922,-28.9965,-28.2796,-26.9038,-27.5466
0.714251,1.39811,7.81351,25.9378,19.882,0.219859,0.781629,-7.50399,-9.90326,-8.74788,-14.1305,-15.3944,-17.8436,-15.989,-16.3927,-16.8885,-20.4335,-20.7467,-22.7363,-24.8479,-24.0629,-24.2098,-20.8666,-22.8604,-25.3979,-26.2107,-26.6044,-27.941,-25.9001,-20.2887,-19.2207,-26.7235,-29.4314,-28.5563,-30.0374,-29.0496,-28.6136,-27.0859,-24.4555,-27.8073
2.04603,2.889,9.18149,23.676,17.9318,0.372354,-3.69026,-7.4739,-9.96158,-11.8549,-15.5451,-15.837,-18.0128,-17.8099,-17.2329,-17.803,-20.9246,-22.868,-23.4955,-24.5547,-26.565,-25.2078,-23.2864,-24.7799,-26.196,-27.8141,-28.3298,-28.7431,-27.7133,-22.5322,-22.4613,-28.2658,-30.7622,-31.2364,-30.1843,-30.5473,-29.4368,-28.2422,-25.3898,-28.0619
-0.855399,1.12952,6.932,14.3048,10.6996,-0.735964,-5.99396,-8.56505,-11.0676,-14.1634,-15.9235,-16.4281,-18.2669,-19.3062,-19.7836,-20.9107,-22.1977,-23.6955,-24.048,-25.2681,-27.0989,-26.9207,-26.9314,-28.3784,-29.1978,-31.808,-31.4018,-31.9448,-32.4476,-29.4836,-30.4192,-33.6862,-34.9376,-35.2648,-34.3656,-35.4524,-33.8119,-33.1687,-31.9434,-33.1122
1.11709,1.49399,6.53379,15.6244,12.2974,0.808602,-3.46457,-8.1693,-10.1227,-12.7316,-14.3415,-15.3492,-17.0056,-18.7172,-22.1437,-22.337,-21.4011,-22.6524,-21.9371,-23.3549,-24.3239,-25.7771,-24.9603,-26.4836,-27.7888,-29.6464,-29.1043,-28.2165,-29.5084,-26.3926,-26.0766,-29.6392,-31.071,-32.0735,-31.4163,-31.306,-30.2516,-31.1504,-27.7098,-30.0467
0.712633,-0.44063,1.18425,17.5575,13.0469,-3.05643,-6.52744,-12.9327,-13.9754,-15.8312,-18.2004,-19.4082,-20.2626,-19.9335,-24.783,-25.369,-25.0213,-26.0052,-25.1893,-26.3577,-27.412,-28.2208,-27.0399,-29.1054,-30.2468,-29.2494,-27.6812,-27.8142,-27.2383,-23.3902,-23.0318,-28.0211,-30.363,-31.2776,-30.3213,-29.5851,-28.1795,-28.147,-25.6838,-27.5786
4.05758,2.54534,0.13192,14.2197,8.20169,-4.29951,-6.59245,-16.1797,-18.9413,-20.6847,-19.1362,-20.3993,-22.4051,-23.0525,-26.3411,-24.4061,-28.78,-25.5104,-26.5761,-28.9017,-30.1249,-29.5121,-27.442,-28.3462,-29.3775,-28.7464,-29.5679,-30.9062,-28.7816,-25.6037,-24.6595,-29.903,-32.5606,-32.0217,-33.315,-30.8287,-29.3754,-29.186,-27.0284,-29.673
0.279222,-1.084,-1.60685,4.77431,-0.628671,-8.12462,-10.1869,-17.6653,-20.0138,-21.9779,-21.1457,-22.6007,-25.4132,-27.8716,-29.2625,-26.6912,-30.8007,-28.2598,-30.797,-32.3057,-32.6022,-32.4553,-31.2361,-31.2068,-32.0588,-32.8081,-35.4891,-36.1087,-33.585,-32.545,-32.1178,-35.367,-38.4301,-36.8999,-38.2588,-36.8912,-35.8692,-35.7084,-33.4641,-36.2658
4.0389,1.6996,-1.99187,2.40891,-2.01118,-12.0988,-13.2085,-16.4868,-15.5052,-16.3799,-21.1425,-24.428,-24.341,-26.1115,-28.4939,-25.3129,-27.9114,-29.7221,-30.6735,-30.1557,-28.4346,-31.2475,-29.5476,-31.054,-30.0858,-31.9161,-32.3582,-31.9551,-28.5916,-24.7324,-27.2887,-31.9565,-34.1429,-33.8658,-32.9322,-31.9165,-31.1276,-31.1116,-27.6303,-30.7826
7.93165,3.71893,-4.61801,3.8451,-1.93964,-14.5738,-12.4408,-14.4236,-17.1131,-18.6129,-22.2916,-25.3542,-25.9945,-25.0919,-25.0204,-26.4998,-27.1613,-28.0652,-29.8467,-28.1811,-28.2911,-30.4332,-27.7255,-28.8183,-28.0255,-29.4806,-29.1348,-29.5008,-25.3127,-20.4484,-20.8624,-24.8221,-28.3628,-28.8547,-27.7783,-26.6534,-26.6324,-27.0032,-24.6306,-28.2725
7.21374,3.42211,-7.65181,0.747332,-3.4223,-12.2156,-10.3833,-12.3569,-16.1272,-22.8225,-23.2716,-25.7234,-25.3905,-23.0927,-23.8801,-27.936,-25.8251,-29.3787,-28.367,-27.5532,-28.3647,-30.9106,-31.2834,-30.5155,-28.7826,-30.5542,-29.9524,-30.0645,-25.9575,-19.7482,-20.051,-23.2586,-27.3874,-28.2429,-27.041,-26.3708,-26.8556,-27.3187,-25.0605,-29.7257
0.969802,-1.68241,-8.61335,-6.40109,-7.8073,-13.3808,-15.4936,-17.5134,-19.8947,-25.4427,-25.9822,-28.025,-27.555,-25.9053,-27.616,-31.4616,-29.5854,-32.1485,-30.549,-30.8511,-33.0776,-34.177,-35.9087,-36.1378,-34.9647,-36.2859,-36.1901,-35.1364,-33.9175,-28.0325,-29.0004,-32.1562,-34.7005,-36.5003,-34.5384,-34.8125,-34.7753,-35.077,-32.4279,-35.6031
5.3874,2.75159,-5.45974,-3.14044,-4.48425,-10.1336,-19.1087,-18.281,-21.4511,-23.3777,-23.9555,-24.0373,-24.5988,-24.916,-26.4952,-29.4006,-30.469,-27.7209,-27.6759,-28.582,-29.9675,-30.6178,-30.0979,-30.2566,-30.904,-32.3101,-32.0501,-29.5867,-32.1416,-28.6831,-26.2861,-30.1825,-32.8869,-33.1413,-32.6079,-33.3764,-30.2407,-29.847,-27.3462,-30.6291
7.47753,2.8345,-7.6328,1.01752,-4.11687,-11.031,-15.441,-17.8953,-20.391,-22.6512,-22.4483,-22.9194,-25.4954,-25.2766,-27.6529,-30.8856,-30.861,-29.1601,-27.6701,-28.4358,-30.0976,-31.4115,-29.59,-28.5616,-29.6289,-29.3436,-28.788,-27.9645,-29.4221,-25.1448,-23.5368,-27.5825,-29.3089,-29.8952,-29.9344,-29.6074,-28.0915,-27.3751,-24.9391,-28.2502
2.2855,-1.49889,-12.3873,-0.0891113,-4.64365,-12.9149,-15.6581,-20.1904,-27.0498,-21.5316,-20.7619,-25.7282,-24.9632,-25.2899,-29.4448,-29.1666,-29.6566,-32.6327,-29.1258,-30.4696,-30.2825,-31.3324,-30.6106,-31.5797,-33.1811,-31.8978,-31.5937,-31.2837,-30.7239,-26.5013,-25.3846,-29.584,-31.0865,-31.4735,-31.2751,-31.2022,-30.1525,-29.2483,-26.4444,-29.1519
-7.83408,-11.1639,-17.1684,-8.07349,-9.69026,-16.303,-23.1668,-27.5404,-33.7786,-25.9142,-24.8357,-28.5387,-27.9978,-30.9463,-34.5782,-32.3293,-34.3809,-37.0797,-34.7682,-36.1988,-34.7341,-35.5291,-35.8663,-38.3642,-38.2939,-38.8622,-39.252,-37.4125,-36.5915,-32.4848,-31.3139,-36.9852,-38.7917,-38.4409,-37.6509,-38.02,-37.528,-36.2377,-32.8893,-34.6761
-2.07864,-4.27585,-14.5737,-8.84195,-11.0929,-14.5983,-21.7887,-22.1641,-25.4339,-25.8776,-25.9474,-24.3727,-24.6677,-30.1027,-32.999,-31.6003,-32.2057,-31.5384,-30.9397,-30.4352,-32.7908,-35.2439,-32.3113,-33.2169,-31.909,-31.8823,-33.2911,-30.5371,-29.0538,-26.6928,-25.1649,-32.9109,-33.8637,-33.8444,-33.9691,-32.3244,-32.6829,-30.0516,-28.0168,-30.8563
3.11223,-0.968323,-9.07051,-9.12726,-10.7422,-14.4841,-19.5878,-20.9764,-19.0048,-22.8787,-23.5135,-23.9592,-24.4261,-27.6973,-30.4743,-29.2142,-30.8403,-32.1608,-29.19,-28.6974,-31.2194,-31.4489,-29.3696,-30.7495,-29.9316,-29.577,-29.3579,-27.4985,-27.0225,-25.1335,-23.6636,-29.9406,-30.8875,-31.2574,-30.8318,-30.2893,-29.2251,-27.0215,-25.5115,-28.2993
-2.07106,-8.05066,-10.1958,-13.5199,-16.6275,-19.3938,-19.9056,-23.7688,-17.5776,-22.091,-22.0129,-26.7963,-27.1424,-28.3151,-30.6645,-30.8042,-29.5638,-33.9995,-31.1137,-30.3312,-32.2966,-32.2901,-29.1484,-30.5627,-31.445,-30.843,-29.4711,-28.6739,-29.8311,-26.1976,-23.6039,-29.9395,-31.9505,-31.4772,-30.7669,-31.605,-29.9414,-28.8153,-27.6402,-29.9133
-18.1651,-16.632,-20.338,-23.676,-26.9763,-27.4497,-26.6768,-29.8064,-25.1526,-28.769,-27.8615,-35.6911,-34.7764,-34.5655,-36.3743,-37.3722,-35.6966,-39.2615,-37.7395,-36.3314,-37.467,-39.4983,-35.7289,-35.6919,-38.324,-36.9396,-36.9471,-36.1233,-36.0199,-31.762,-28.9235,-35.2406,-37.7867,-37.3994,-36.3098,-38.0021,-37.3697,-35.254,-34.1364,-35.4576
-5.77825,-8.75531,-9.58883,-11.958,-15.7497,-21.7033,-26.874,-34.24,-27.9724,-30.429,-28.825,-29.5638,-30.4379,-31.2702,-31.2222,-31.4191,-31.9553,-35.8867,-33.0468,-33.7053,-33.4118,-33.7039,-31.4454,-31.4503,-32.4619,-34.0113,-32.3538,-30.6422,-29.108,-28.4992,-29.8593,-32.1,-34.6451,-33.1671,-32.6013,-34.1801,-32.9882,-31.8084,-28.1928,-30.91
-1.86091,-10.315,-8.25552,-7.78361,-11.183,-16.522,-21.0016,-27.3099,-25.2415,-24.7747,-26.1334,-25.1773,-26.6427,-26.8483,-28.9637,-29.0033,-28.9314,-32.3985,-30.1779,-30.6353,-29.9467,-31.0075,-29.4612,-29.5118,-28.6946,-29.5182,-29.3076,-27.7234,-26.3939,-24.6191,-25.2725,-28.8756,-31.0103,-30.7386,-29.8189,-30.835,-29.3868,-28.3216,-25.1108,-28.932
-2.94729,-11.1877,-14.4532,-11.8453,-14.4578,-14.7344,-18.0227,-22.6486,-24.7749,-23.3435,-27.2493,-25.6524,-27.992,-29.0516,-28.5808,-29.1737,-27.4986,-32.9546,-32.1144,-31.1277,-32.5766,-31.5274,-30.2102,-31.0847,-30.5201,-31.2044,-29.7212,-28.5571,-29.4271,-26.1341,-25.525,-30.4443,-32.7249,-32.6932,-31.861,-31.5575,-30.476,-29.2464,-26.9428,-30.2251
-11.0452,-13.2611,-14.2461,-13.0167,-11.0958,-12.9991,-12.8995,-15.0478,-19.1908,-22.1739,-27.0002,-29.346,-26.2813,-22.282,-21.1289,-18.3258,-17.0034,-14.8106,-12.3636,-13.2596,-13.4854,-9.05473,-9.934,-17.2555,-23.7846,-23.5685,-27.7902,-29.6593,-21.9975,-20.6163,-20.1176,-23.8314,-28.7069,-28.7232,-35.2648,-32.9419,-36.0594,-35.2144,-32.7565,-36.235
-3.00596,-2.95221,0.0323238,6.23319,7.22813,1.0929,3.55981,3.10953,-2.93658,-5.13007,-9.61071,-14.6385,-10.5138,-5.41765,-5.27489,-1.22406,-1.25085,1.85007,4.9566,4.25531,5.36523,8.97286,8.43868,0.241913,-6.53582,-5.08075,-10.1327,-13.155,-3.50907,-3.701,-3.2222,-5.53047,-10.1416,-11.6291,-20.8172,-17.0807,-24.7319,-30.4951,-27.054,-31.0806
6.63612,0.472815,1.66645,8.49314,9.56762,1.28251,4.59768,4.5279,-1.14752,-2.37371,-6.82286,-12.4629,-7.7084,-3.65683,-3.85696,0.412795,-0.292484,3.32382,6.74396,6.09548,8.45757,11.9642,11.8314,5.00558,-2.1848,0.328735,-5.19099,-5.66496,2.53679,2.45863,3.12492,0.503379,-5.68961,-9.13629,-17.2935,-14.7339,-22.0677,-27.204,-24.6959,-28.0291
7.26965,2.66565,-1.63814,0.73705,1.09898,-7.22366,-6.26284,-5.47259,-9.13266,-8.34782,-14.031,-18.2484,-10.0536,-9.75917,-10.6244,-6.64339,-7.51922,-2.76198,0.572369,0.103501,3.3664,8.208,9.51403,6.6348,-1.04939,0.228731,-5.68448,-4.39494,2.1114,3.23249,5.18788,-0.978602,-7.49988,-13.5041,-19.3079,-19.9307,-25.109,-27.296,-26.035,-28.8697
-1.79489,-2.86572,-8.39381,-9.41088,-8.86011,-12.1991,-13.844,-13.5449,-19.1468,-17.2136,-20.43,-23.037,-16.1146,-17.3918,-18.4418,-13.9364,-13.8632,-10.5264,-8.3298,-8.09481,-5.16696,1.27378,3.56818,1.93484,-5.64807,-5.51509,-11.8196,-9.45773,-5.51482,-2.79223,-0.58743,-9.78627,-16.9143,-21.6651,-26.8638,-28.476,-32.2724,-32.3924,-31.3546,-34.4473
-2.22694,-5.79248,-8.64951,-3.6459,-1.71077,-8.60534,-12.0463,-13.5684,-20.1681,-20.4861,-16.6159,-21.3211,-19.075,-18.2743,-15.5593,-14.1415,-14.7562,-10.0839,-8.43525,-4.39993,-2.02994,4.90744,7.67571,5.35999,-4.37024,-1.59437,-6.86692,-7.288,-3.00984,-1.45527,-1.50248,-5.36556,-17.9663,-22.1989,-26.0019,-25.3322,-30.1872,-29.756,-28.6347,-30.9922
-2.01686,-8.10729,-5.76204,-2.03146,-1.55837,-9.45352,-12.6281,-9.53311,-13.1061,-20.4582,-18.9998,-23.3611,-18.5981,-18.3176,-15.0963,-12.9158,-14.6087,-11.4795,-8.9779,-2.89059,-0.690513,5.56023,9.59382,7.27458,-2.39197,-1.18744,-5.77284,-8.95171,-3.16798,-1.46001,-1.06893,-6.12679,-16.1891,-21.998,-25.0389,-25.3139,-28.0491,-27.2874,-24.9748,-27.7833
-3.61422,-7.54337,-4.02047,-6.94163,-3.91537,-8.2968,-14.2249,-9.17229,-11.4955,-19.9475,-21.3976,-20.758,-17.6928,-17.5355,-20.3665,-14.6947,-18.9575,-16.7951,-12.6716,-5.82224,-3.34746,0.958867,3.98111,1.40086,-6.27067,-6.66164,-10.493,-14.6576,-9.07173,-7.21719,-6.35917,-11.7379,-19.1764,-24.8131,-27.8038,-29.1273,-29.4201,-28.6862,-27.0034,-29.1634
-11.1367,-7.08397,-0.602014,-2.45952,-8.34857,-11.0992,-15.4212,-13.7881,-17.3434,-22.63,-25.018,-24.3564,-21.5923,-20.3353,-25.4451,-20.8925,-24.8204,-20.6397,-17.9797,-12.8638,-10.2473,-6.99309,-9.15107,-11.2736,-18.3528,-18.6743,-20.7311,-22.5427,-19.0703,-15.8605,-14.384,-20.3798,-28.5284,-31.4123,-34.9407,-35.6975,-35.734,-34.5494,-33.8088,-35.9801
5.5888,8.25718,13.1148,15.1337,8.41346,0.225661,-6.84092,-15.4278,-20.6671,-18.7026,-22.1927,-21.384,-20.6285,-16.5536,-20.694,-19.2377,-20.5566,-17.7291,-16.0238,-11.2277,-6.87582,-5.15124,-7.77487,-10.7607,-15.6114,-20.2218,-21.1655,-22.7282,-16.5696,-10.6222,-10.2564,-16.1091,-23.8057,-29.8121,-29.3662,-30.175,-31.2198,-30.9052,-29.4581,-30.3993
15.4371,13.9805,18.3284,19.7536,14.7025,6.00412,0.0960535,-12.9908,-17.2717,-18.0573,-20.5982,-22.688,-22.3715,-13.9683,-14.4313,-7.32065,-11.7951,-14.5383,-13.6172,-8.64498,-2.50933,-2.47737,-4.6352,-8.83455,-8.44257,-13.6134,-17.0326,-20.1734,-8.55947,-4.12321,-6.38313,-11.9269,-18.4423,-25.8133,-25.6874,-27.1289,-28.7634,-27.9964,-26.552,-27.7025
17.1991,14.464,17.5874,20.0192,14.0544,3.73147,-0.83657,-11.948,-16.193,-18.0795,-19.75,-22.5944,-23.1514,-16.5547,-16.4166,-6.35244,-10.7738,-16.5157,-15.1552,-11.9534,-3.56849,-4.84013,-7.77507,-12.0015,-7.6341,-13.7044,-17.3122,-20.4981,-9.29532,-5.24651,-7.59466,-13.1282,-19.9143,-26.8902,-26.9902,-28.8398,-30.4922,-28.431,-27.0624,-28.8264
10.397,7.89199,8.64073,11.4507,3.79547,-7.61293,-11.7095,-16.3701,-19.1095,-21.4319,-23.5875,-25.0013,-24.6999,-24.8928,-27.8606,-15.9689,-19.688,-26.7062,-23.572,-21.9655,-13.817,-15.1664,-18.0936,-21.5804,-17.084,-22.5061,-25.8,-25.9905,-17.4169,-11.9985,-11.7002,-20.1535,-25.7945,-33.6786,-33.6941,-35.0978,-37.0341,-35.0856,-33.4724,-34.9603
14.4706,14.9381,9.53067,16.4197,12.129,2.63761,-3.12389,-10.1288,-16.5832,-21.8859,-24.106,-26.956,-22.3653,-21.4761,-20.1959,-10.2029,-12.8022,-17.0845,-17.3845,-17.51,-2.64216,-3.0855,-9.43631,-14.1803,-6.93751,-12.8693,-19.8923,-18.8986,-6.49304,-0.707379,0.0665788,-9.79832,-14.2838,-24.7417,-23.4585,-25.5397,-31.9246,-30.5658,-29.2533,-32.1869
20.6691,19.1992,14.5748,20.9956,16.5749,5.5569,0.715254,-8.0732,-16.3341,-19.9589,-20.3486,-24.5341,-23.1649,-24.0262,-19.894,-8.89201,-10.7287,-16.0783,-16.1591,-14.3785,-0.239036,-0.348792,-7.71336,-10.2411,-4.63445,-10.5545,-17.1424,-15.5713,-3.63177,1.56554,2.28713,-7.14931,-12.2227,-22.3152,-21.4754,-23.6501,-29.3306,-27.7949,-25.7532,-28.5452
18.8363,14.3458,13.1718,15.8079,11.3974,1.61537,-1.31988,-11.6902,-20.3516,-19.3715,-20.9532,-23.8435,-23.1956,-25.8722,-22.729,-9.89183,-12.2635,-19.9965,-18.6065,-15.3007,-3.73166,-2.23302,-8.80299,-10.4956,-5.78404,-11.7952,-17.0933,-15.0564,-3.05369,1.63878,2.40367,-6.38504,-11.8171,-22.3352,-21.9601,-23.32,-30.4748,-28.2295,-26.2161,-29.6606
9.14902,4.10052,4.72738,6.43317,1.44356,-3.38527,-7.18201,-13.3849,-19.2554,-21.4684,-25.1302,-27.8279,-25.5989,-27.0898,-27.3085,-16.4706,-18.9083,-27.8241,-26.5069,-22.169,-12.315,-10.8384,-16.8386,-18.7303,-13.1487,-20.4112,-23.3963,-23.4391,-11.3358,-6.61013,-5.30593,-14.293,-20.0245,-28.7821,-28.5972,-28.8395,-34.1118,-31.8304,-30.655,-34.545
13.5287,11.7688,17.1021,17.9866,9.67884,6.29012,-1.73746,-5.6619,-14.632,-19.5159,-24.4847,-24.8988,-21.9368,-17.872,-14.4982,-7.65597,-8.09044,-15.772,-13.971,-12.427,-5.01065,-3.53605,-7.93675,-12.6144,-9.17277,-13.4409,-17.7447,-17.206,-6.732,-1.54389,-2.51761,-10.7438,-19.0398,-25.4675,-24.8498,-27.207,-28.9738,-29.1659,-26.6144,-30.9987
14.7328,16.1936,21.1112,22.1,15.301,8.08259,1.47023,-4.02354,-14.3954,-18.8239,-21.2598,-23.2704,-19.3335,-14.9056,-11.1698,-2.51301,-2.98227,-12.3113,-12.084,-10.1854,-2.30988,-1.61399,-5.90574,-10.9749,-6.42638,-10.5029,-16.3779,-14.1001,-3.10808,1.82438,0.283604,-8.27047,-17.5547,-23.8316,-23.3995,-26.1511,-27.9119,-26.939,-24.6694,-28.2464
6.1198,12.706,17.5485,18.2551,12.5706,0.505863,-5.0682,-9.80489,-16.2928,-20.9695,-20.2386,-21.3545,-21.6463,-19.891,-18.1538,-7.00903,-7.7996,-18.9786,-19.7695,-14.9734,-8.65153,-10.4707,-14.1772,-17.9552,-12.5084,-16.4324,-21.246,-19.4874,-9.26178,-4.78896,-5.84721,-12.9577,-20.7062,-27.1534,-27.2592,-28.9816,-30.2658,-28.4538,-26.2824,-28.5272
-1.34021,2.44379,4.17565,1.36059,-0.0469899,-9.73707,-17.3012,-17.3498,-19.5375,-23.203,-22.4703,-23.5194,-25.4587,-26.2337,-26.9762,-21.5208,-21.8355,-28.4726,-27.3148,-23.307,-19.4188,-20.9688,-25.2461,-27.2995,-20.7633,-24.005,-29.3671,-27.1915,-19.3178,-17.0034,-15.6795,-19.1221,-25.4961,-32.2907,-33.3706,-34.9858,-35.4086,-34.5452,-31.7836,-33.5303
5.35026,11.1922,13.2516,11.664,4.72114,3.15472,-10.115,-15.8988,-15.9191,-18.2201,-20.8226,-21.7484,-24.0553,-22.8112,-22.0234,-13.4548,-12.1801,-19.1862,-19.7193,-16.3239,-10.1801,-6.87681,-12.2095,-17.8681,-14.3574,-18.9979,-23.9695,-20.5191,-9.76709,-7.12323,-4.94798,-15.0693,-19.8906,-26.4258,-24.9737,-26.8779,-31.9506,-30.5443,-27.218,-29.8422
