f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39
5.22357,-3.58134,-11.5665,-11.3185,-13.412,-15.9402,-19.3615,-16.8878,-15.7135,-17.5526,-22.3674,-27.056,-25.8071,-28.1838,-26.3691,-28.4023,-30.7212,-31.9174,-30.9307,-30.2003,-29.1973,-29.8764,-32.3885,-33.2326,-32.4708,-31.2656,-29.4034,-28.3595,-26.3776,-23.0227,-22.1025,-27.1814,-31.377,-30.8522,-31.7944,-31.9234,-30.2633,-29.3421,-27.3046,-30.1829
-2.87126,-10.0171,-17.7965,-20.1768,-19.3412,-21.2599,-24.7399,-23.4136,-21.285,-23.7677,-28.526,-33.5039,-33.2901,-35.3972,-37.7551,-39.7396,-36.0144,-37.7891,-39.4429,-36.2607,-34.242,-35.6875,-38.9618,-41.1225,-38.4139,-37.8766,-35.598,-34.6271,-34.3059,-29.4684,-28.1049,-32.2443,-37.9749,-38.4434,-36.6603,-38.5427,-36.0841,-35.3055,-34.2196,-36.4464
5.88537,-1.79549,-9.12396,-15.2412,-15.0802,-14.1268,-18.4206,-18.5006,-23.1695,-21.7112,-27.241,-27.5211,-29.28,-29.1967,-34.537,-31.9751,-30.1196,-31.9011,-33.9707,-28.9086,-30.8086,-30.7754,-31.6804,-33.8024,-32.8188,-30.9909,-29.2056,-27.8686,-29.1452,-23.1254,-22.0457,-28.0755,-32.3034,-32.1339,-31.6321,-32.5233,-31.3928,-30.8125,-28.7724,-31.0551
11.3748,6.38592,-2.11284,-13.018,-17.7944,-16.6769,-17.3608,-9.23895,-15.8471,-18.7107,-21.5515,-26.886,-29.2614,-27.9828,-31.5134,-28.0663,-28.2192,-29.6741,-30.4938,-27.6539,-29.4367,-27.4094,-27.6098,-30.3952,-29.7708,-29.4206,-27.1075,-25.7699,-25.2004,-20.5483,-20.2613,-24.9963,-29.0347,-28.2716,-29.0915,-29.955,-29.738,-28.5102,-25.7065,-28.1545
10.5334,4.82911,-0.952514,-9.40635,-17.2794,-21.4491,-20.5773,-8.81956,-15.0295,-20.1963,-23.4946,-29.6527,-28.3183,-28.1152,-33.0921,-27.8971,-30.6548,-30.3319,-30.9365,-31.3884,-32.0805,-27.6737,-28.3382,-30.1692,-29.4037,-29.9294,-27.9239,-28.7006,-26.3725,-21.0552,-22.4361,-25.9332,-29.4349,-29.4401,-29.3488,-30.2809,-31.7091,-28.9253,-26.6953,-29.4682
2.49779,-1.49154,-5.77564,-12.2553,-16.9523,-19.2528,-24.5785,-18.2628,-22.3766,-26.5817,-30.5502,-33.6495,-29.2651,-31.0453,-36.6089,-34.6701,-35.5842,-33.9414,-34.8971,-36.9851,-38.6684,-33.6314,-35.0317,-35.0909,-35.1258,-35.643,-33.8001,-34.5715,-31.807,-27.5882,-29.0454,-33.4184,-35.4827,-37.0076,-36.4709,-35.4661,-37.8307,-34.0492,-32.6166,-36.692
4.51936,-2.04918,-5.96027,-12.417,-12.1331,-11.7524,-16.8531,-17.4099,-19.6206,-22.8264,-25.7563,-28.4223,-22.7353,-25.6826,-28.763,-30.2438,-27.3759,-28.6323,-31.3256,-30.9493,-31.043,-30.6319,-30.7289,-32.5732,-30.1907,-30.3767,-30.4403,-30.5473,-26.4994,-22.3762,-23.0793,-29.4067,-33.286,-33.4118,-32.5996,-30.8665,-31.4079,-29.1342,-27.2206,-32.0957
6.11877,-0.552932,-6.26308,-11.5566,-13.8605,-12.2411,-13.5962,-16.3455,-16.4471,-19.5551,-21.8112,-25.0626,-24.2787,-24.4121,-23.7961,-27.932,-26.5653,-27.3068,-30.753,-28.5384,-28.2881,-30.4523,-29.734,-30.8814,-27.5444,-28.6707,-28.3068,-26.9286,-24.2652,-20.3819,-21.0436,-26.1035,-30.1942,-29.5051,-29.3729,-29.1793,-28.5619,-26.9112,-24.8831,-28.5475
5.20952,0.252506,-9.82824,-9.44292,-16.3602,-14.7634,-16.4554,-17.4293,-16.1579,-18.3973,-23.6964,-24.3644,-30.157,-26.0042,-23.7148,-28.1185,-29.5027,-28.9606,-31.6636,-31.056,-30.7555,-31.6516,-31.8135,-32.9278,-30.6618,-29.7739,-28.8935,-28.1331,-26.3676,-24.2978,-21.9133,-26.4172,-31.191,-30.5473,-30.8534,-30.3099,-29.6711,-28.4503,-27.1716,-30.3546
0.700614,-4.28373,-11.504,-13.9753,-19.8314,-19.3974,-25.0398,-22.5447,-22.4388,-22.6424,-27.9572,-30.1965,-35.764,-32.4373,-30.7919,-32.8875,-36.387,-34.9046,-35.3609,-36.1135,-35.7066,-35.9844,-37.112,-37.778,-36.4023,-35.1837,-34.2115,-33.803,-32.4653,-29.495,-27.4164,-32.2363,-36.7936,-37.753,-38.1062,-36.4978,-35.7981,-33.7263,-33.724,-37.4701
8.25852,5.00298,-9.97116,-14.0604,-15.5822,-13.056,-20.122,-14.9448,-20.0036,-21.0295,-23.5237,-26.8099,-32.0146,-26.6025,-28.0438,-28.3718,-31.4724,-30.3713,-32.4581,-30.3879,-28.9252,-33.1677,-35.3633,-32.3732,-30.0428,-31.1025,-30.927,-27.7518,-27.7359,-22.5332,-22.798,-29.9294,-31.8446,-32.0725,-32.4917,-33.6922,-32.1491,-29.4151,-28.5201,-32.3128
13.2888,9.36534,-2.71971,-6.38368,-11.8903,-10.0509,-15.8625,-13.3802,-17.2946,-19.5931,-24.0222,-23.7482,-27.4108,-23.9433,-25.8266,-26.7019,-27.22,-28.216,-28.8961,-27.6248,-26.4636,-30.9469,-30.8955,-29.784,-27.1623,-27.7698,-27.4626,-26.5875,-27.3428,-22.2989,-21.4555,-26.3632,-29.4011,-29.5994,-29.2483,-29.9971,-28.7688,-27.2913,-25.7622,-28.7616
12.451,8.28506,-1.74369,-4.54702,-15.6715,-13.5057,-16.9753,-14.3794,-16.8941,-21.1258,-28.9538,-26.6236,-27.5186,-26.4899,-27.5586,-28.5582,-27.5971,-26.7194,-29.4465,-29.6738,-29.1854,-31.8704,-30.525,-31.5485,-30.5367,-28.8266,-27.9115,-28.681,-27.3836,-24.2643,-21.9628,-26.8571,-30.539,-31.2529,-31.3479,-30.1655,-28.6855,-28.0368,-25.541,-28.7872
4.61321,1.68945,-6.17657,-11.4211,-20.0764,-20.3735,-23.2328,-19.8283,-21.6465,-27.1599,-33.6084,-33.7693,-32.7254,-31.65,-32.5316,-35.0817,-33.6996,-31.4505,-34.9895,-37.9345,-37.1906,-36.9112,-36.3954,-38.222,-37.6323,-35.491,-33.0797,-35.2058,-32.1862,-29.2266,-28.4216,-33.2694,-37.1008,-38.019,-37.8202,-35.8981,-33.9753,-33.3558,-31.1694,-34.048
5.50827,-3.53124,-11.2836,-10.6009,-13.4718,-15.4037,-19.9566,-20.7644,-20.2693,-22.6191,-27.4917,-27.8668,-30.0897,-29.1993,-32.3211,-31.3434,-28.8344,-32.0713,-34.8949,-30.8873,-29.8989,-33.5335,-32.0973,-32.0194,-31.0326,-29.8698,-29.1897,-31.5406,-27.3906,-23.3458,-24.9129,-28.1849,-31.7336,-34.6336,-32.0102,-32.2812,-31.8224,-29.4947,-29.0599,-30.8595
12.2867,2.84547,-7.38131,-9.22924,-12.6595,-15.6272,-16.2407,-16.455,-18.1412,-20.6607,-25.6138,-25.853,-24.814,-25.9504,-25.6356,-28.0312,-25.016,-28.7002,-32.4916,-28.3468,-27.7942,-32.4912,-30.1272,-29.1347,-28.3591,-28.3469,-27.306,-27.5608,-25.1394,-21.0547,-20.6509,-25.8079,-29.5877,-30.9853,-30.1474,-29.992,-29.324,-27.5987,-25.9705,-28.887
11.6646,4.17046,-3.82026,-10.3535,-11.0006,-11.8804,-12.4662,-15.2739,-18.6315,-20.9243,-21.9309,-22.566,-21.8964,-22.1327,-23.3429,-24.4727,-26.4568,-29.2048,-29.2943,-27.7339,-29.0197,-31.7753,-28.9964,-29.0829,-29.3075,-30.9406,-30.0365,-28.293,-26.5586,-23.5041,-21.9058,-27.9972,-31.2679,-31.6516,-31.852,-31.2119,-29.4425,-28.6831,-27.1357,-30.3557
4.24274,0.0929102,-6.60475,-10.7453,-12.3644,-13.9138,-14.4825,-16.8394,-19.9525,-23.3553,-23.5693,-23.3831,-23.8959,-24.402,-26.3443,-26.2271,-28.3335,-30.867,-31.0439,-31.5,-33.0831,-33.0065,-30.8202,-32.484,-34.3248,-35.1663,-35.1787,-34.1109,-31.7854,-30.0398,-29.1204,-34.0124,-37.551,-36.9494,-37.0927,-36.6943,-34.3365,-33.606,-33.1626,-36.2225
11.9319,6.88403,-7.67938,-6.13225,-9.24159,-12.0761,-15.0366,-12.4278,-15.2667,-20.2786,-21.8792,-20.2221,-21.529,-25.3057,-25.1834,-23.9988,-23.7606,-26.1654,-27.2652,-29.4806,-31.7553,-29.1916,-27.7635,-30.4661,-32.6806,-28.7365,-28.025,-30.2927,-28.7398,-25.5037,-23.19,-28.0998,-31.6846,-31.6311,-32.8282,-32.3672,-31.7649,-29.8488,-27.6753,-31.2291
11.9629,7.95376,-7.29223,-9.42434,-12.5004,-12.4025,-16.3924,-14.3442,-14.8724,-19.9908,-22.7127,-22.5964,-22.3382,-26.5276,-23.4514,-24.5612,-25.2327,-26.3805,-28.5186,-28.012,-29.1826,-28.8721,-27.7482,-29.3712,-29.6497,-27.7754,-26.2202,-26.0629,-26.7171,-22.9516,-21.5668,-25.2178,-28.5399,-29.5436,-29.5507,-28.9143,-29.3733,-27.6167,-24.5905,-28.7289
5.01951,2.19386,-7.50038,-17.1325,-15.158,-14.912,-15.0567,-18.2982,-19.3724,-24.7114,-20.9965,-24.5216,-24.5729,-25.2319,-23.4264,-26.6962,-26.3904,-28.9815,-31.1147,-29.2761,-30.1416,-31.4974,-30.9137,-31.2697,-28.1771,-28.3219,-27.7232,-26.4976,-26.9117,-23.4761,-22.9647,-26.8104,-30.2774,-30.5238,-29.9917,-30.6552,-30.2451,-29.427,-25.6679,-29.4762
-2.72636,-5.58329,-12.7095,-17.8641,-16.091,-16.622,-17.0093,-19.6306,-22.029,-25.0339,-24.2194,-26.2152,-28.5877,-27.0775,-28.1526,-28.8978,-30.7104,-33.3184,-33.9529,-33.7564,-34.3757,-37.0047,-36.0498,-35.8271,-33.6648,-33.7758,-33.8761,-32.5377,-31.2748,-29.2792,-28.5701,-34.225,-37.2551,-36.2674,-36.3552,-38.2023,-36.7336,-34.7406,-32.825,-35.4959
6.51732,-2.13911,-11.5674,-14.7017,-11.4561,-13.8955,-14.0832,-14.3966,-18.6775,-18.5151,-22.3527,-23.4264,-25.9037,-24.3047,-26.0898,-24.9967,-26.9642,-27.3751,-27.3882,-29.2778,-29.8766,-31.9256,-31.0598,-31.0352,-31.5409,-30.7612,-30.6685,-29.8413,-26.1151,-23.6564,-24.7079,-30.5229,-32.9513,-31.9053,-32.8649,-31.9437,-32.3372,-29.7207,-29.2981,-31.7587
10.4093,3.03095,-6.895,-15.3895,-12.5697,-14.2979,-16.7525,-15.1467,-16.349,-17.2093,-21.2098,-23.9933,-25.5296,-24.7054,-26.267,-26.3612,-23.9386,-24.7533,-26.6136,-26.2419,-27.3179,-28.5733,-27.862,-30.351,-30.0198,-28.5385,-29.0492,-28.0731,-25.7092,-20.9643,-20.8915,-26.3841,-28.7208,-28.5398,-29.6921,-28.9021,-28.8912,-28.2056,-26.2741,-28.6459
6.32198,1.42265,-2.47798,-13.1008,-15.844,-12.8824,-19.9139,-15.0634,-15.7862,-17.9659,-19.1736,-24.0453,-28.3128,-27.5138,-28.4531,-27.7625,-26.4268,-26.4783,-28.3709,-26.3028,-28.0917,-29.9367,-30.062,-32.5158,-30.6088,-29.7761,-30.2311,-29.1833,-27.6567,-22.8854,-21.9937,-27.4025,-29.1423,-29.2419,-31.0917,-30.9157,-29.3787,-28.5485,-26.4431,-29.5144
-3.10718,-5.06236,-7.01653,-15.8303,-19.9297,-17.424,-23.0054,-20.3138,-20.1469,-22.1462,-22.2719,-26.9106,-29.2471,-30.614,-32.8705,-30.5321,-30.8899,-31.4298,-33.1896,-32.0763,-34.2026,-35.9677,-37.8637,-36.8365,-34.9268,-35.62,-34.7263,-33.4035,-31.9018,-28.2543,-27.1215,-32.7757,-35.1523,-35.6661,-38.1974,-37.4242,-35.926,-34.5931,-32.485,-35.4777
1.82388,-4.39752,-5.57572,-11.9489,-15.1515,-13.2217,-18.0602,-18.2061,-20.4984,-22.1391,-24.5042,-24.2439,-24.9042,-26.1964,-26.7762,-26.0129,-28.8268,-28.6792,-29.2068,-32.4649,-31.0724,-30.4873,-30.853,-31.3826,-28.8469,-31.2782,-31.2916,-28.5723,-25.3295,-21.1808,-20.0496,-24.5178,-28.3597,-32.0212,-33.316,-32.5365,-30.436,-28.9998,-27.8046,-32.1087
1.47595,-1.1388,-5.62655,-10.318,-14.6931,-13.9881,-18.7971,-14.7752,-17.9625,-20.3102,-22.3917,-21.4257,-23.1149,-25.1102,-26.2672,-26.9587,-26.5486,-27.1129,-27.34,-29.1988,-27.2712,-27.4047,-27.7336,-29.2004,-26.7523,-28.6898,-28.492,-25.9473,-23.9622,-18.7615,-16.3902,-20.3639,-24.9054,-27.1517,-27.6597,-28.2874,-28.131,-26.6618,-25.5349,-28.6676
1.38294,-2.6249,-13.2715,-15.816,-18.7774,-14.5696,-21.3003,-14.7137,-16.7834,-21.2236,-20.1206,-17.0987,-24.4469,-27.5008,-29.1452,-28.6498,-26.928,-29.1467,-30.5359,-28.6786,-26.6555,-28.8095,-32.0633,-30.4742,-27.8511,-28.958,-29.5093,-27.1285,-25.1234,-19.5928,-17.3392,-21.0407,-26.1662,-26.5039,-25.6678,-28.5964,-30.0958,-28.5543,-27.2201,-29.8851
-4.05039,-3.33736,-2.63041,-7.06331,-15.2502,-14.3741,-16.4808,-18.0773,-17.7593,-21.2098,-22.0814,-21.2662,-27.0938,-29.1242,-34.8956,-32.3707,-30.6372,-32.5755,-32.2264,-31.8088,-32.73,-33.7648,-35.8462,-36.7356,-34.3167,-34.6064,-34.2427,-33.2863,-30.526,-26.2235,-23.559,-27.7447,-31.564,-31.1722,-30.2441,-34.8868,-35.7375,-34.9629,-33.9681,-35.9218
8.99408,12.4588,12.7729,3.1495,-1.86837,-3.79443,-2.87113,-8.30684,-7.69734,-10.2078,-16.2408,-18.3052,-15.1359,-14.709,-15.5627,-20.5543,-15.776,-13.5681,-11.4765,-16.775,-18.3459,-19.1002,-23.0214,-23.8465,-27.2526,-23.0562,-21.8065,-21.257,-14.7121,-11.3993,-6.37097,-15.3566,-22.271,-24.4405,-25.8591,-27.195,-27.7814,-29.0584,-27.0167,-29.1297
22.1673,20.8711,14.4213,6.30134,4.08406,-0.730455,2.18881,-2.6095,-5.69148,-7.66459,-8.85491,-9.71868,-9.92462,-9.15369,-8.34823,-10.3925,-6.25427,-6.84987,-6.70139,-11.9796,-11.9729,-14.0396,-16.801,-18.3272,-19.5362,-19.1081,-15.5469,-12.7143,-8.20807,-5.85227,-2.02256,-10.759,-17.3122,-20.4239,-21.7395,-24.2687,-24.9646,-24.7152,-23.3106,-25.9651
24.505,20.6675,12.5276,8.55106,6.26602,3.91578,2.19862,-0.338868,-2.97672,-4.33176,-4.51233,-3.01768,-5.15965,-9.12572,-6.659,-7.90591,-5.06839,-6.55152,-8.03366,-12.162,-11.9136,-14.9094,-15.2126,-17.6843,-18.1108,-19.913,-14.964,-11.2548,-8.64861,-5.38226,-4.30744,-11.6958,-17.1013,-20.2843,-22.1333,-24.2481,-24.8928,-23.2848,-22.8395,-25.9845
17.8911,14.2121,9.64405,6.62805,4.93038,2.63229,0.104432,-2.84404,-3.74021,-5.11392,-5.90245,-5.02876,-7.37623,-11.1772,-10.3417,-11.4895,-9.72766,-11.8506,-12.742,-16.3002,-15.9287,-18.0155,-18.6336,-20.9072,-21.6817,-23.0302,-20.3766,-18.2751,-16.328,-11.5131,-11.5344,-17.5399,-22.5588,-23.9508,-25.5981,-27.1098,-27.8251,-26.5645,-27.0295,-29.1291
20.8561,18.0841,7.65124,5.07844,6.01326,2.88231,1.31785,-4.20411,-3.3943,-4.49652,-5.85642,-7.23843,-10.0791,-7.41791,-10.2173,-9.1598,-5.21313,-7.53016,-15.0842,-17.1889,-14.5784,-15.0408,-16.0433,-19.5512,-18.5194,-20.3113,-20.4962,-18.3139,-16.9926,-11.2295,-11.5927,-18.4591,-21.2624,-22.7473,-24.6689,-26.2531,-25.7503,-25.2045,-24.0566,-25.7634
22.788,16.4614,5.10483,1.07493,1.84701,-2.07948,-2.11176,-5.93145,-7.66285,-9.58704,-10.6447,-11.1325,-12.6378,-8.62123,-9.15839,-11.6887,-7.62614,-7.386,-13.7572,-17.6841,-16.497,-17.4416,-18.0292,-21.438,-20.2149,-20.2961,-18.9601,-17.5494,-16.2229,-10.0444,-10.6232,-16.5167,-20.2734,-22.8246,-25.5887,-27.067,-25.9808,-24.9172,-23.3837,-26.6642
20.8202,13.6658,8.32289,3.35052,-0.270277,-3.60412,-1.82511,-2.38558,-5.34206,-7.74568,-7.64593,-8.42467,-10.1162,-10.323,-11.4765,-11.1693,-12.7341,-12.7046,-14.9207,-17.7905,-16.5436,-18.8821,-19.2593,-19.8006,-20.9289,-20.1363,-19.6398,-19.4948,-18.9216,-13.414,-14.2613,-19.178,-24.3407,-25.9146,-26.395,-26.7884,-27.0231,-25.7534,-23.3832,-27.7266
16.2753,12.7073,7.96071,2.71774,-0.307643,-3.37091,-3.03174,-3.79287,-6.0726,-7.85281,-8.32764,-9.41012,-11.2833,-12.537,-14.6256,-13.7414,-14.8453,-15.3344,-16.9169,-18.8309,-18.645,-20.8583,-21.6324,-21.6246,-22.1814,-22.346,-23.3767,-24.3819,-23.8475,-21.2895,-22.5025,-25.7795,-28.321,-29.5098,-29.2593,-29.0397,-29.9213,-29.6079,-27.9969,-30.6313
24.7296,20.5165,8.85979,4.48563,1.14108,-0.722002,-2.45341,-3.18428,-6.39078,-6.19562,-8.02299,-9.08932,-11.4781,-11.873,-12.7063,-14.1608,-12.03,-11.3546,-13.9,-17.3416,-18.379,-19.4423,-20.4289,-20.5775,-20.076,-21.1765,-22.4191,-25.0803,-21.4952,-20.7944,-19.7017,-22.7213,-25.3162,-27.1806,-27.5749,-27.5235,-28.2129,-27.1038,-26.5448,-27.669
29.1301,21.2047,4.08048,-0.0560344,-2.98298,-5.37334,-6.32391,-7.52245,-11.4932,-11.121,-13.3039,-14.0543,-16.6002,-15.4978,-15.7711,-16.5094,-14.5237,-14.3511,-16.4369,-20.8197,-21.4318,-22.06,-22.7701,-24.4052,-23.771,-22.8928,-24.4312,-23.9257,-20.2921,-19.1182,-17.9029,-21.8276,-25.9876,-27.3622,-28.6226,-27.1886,-28.22,-26.7038,-25.1047,-28.5829
26.0447,18.1471,2.31312,0.481485,-0.189361,-3.27281,-6.67087,-7.95519,-9.26012,-10.8291,-13.1174,-14.3543,-14.6896,-15.2642,-17.4695,-16.5217,-15.7684,-18.022,-18.6978,-20.8659,-21.9135,-21.8677,-22.004,-24.3181,-25.5414,-23.9457,-24.5736,-24.087,-21.8193,-21.3937,-20.5925,-24.1097,-27.3901,-28.8347,-29.9523,-27.9856,-28.9124,-28.7199,-26.2039,-29.6455
16.0444,11.1307,2.39074,0.163109,-0.993546,-4.01271,-7.29695,-8.55796,-9.45181,-11.4255,-13.1952,-14.6268,-15.1163,-16.2366,-18.6109,-17.5581,-17.9738,-21.3777,-21.8255,-22.0396,-22.9738,-23.4878,-23.9364,-25.1985,-26.3656,-26.7048,-27.1311,-28.2336,-26.1651,-26.7604,-25.6124,-29.2695,-30.681,-31.5982,-32.2384,-32.0973,-32.977,-33.9854,-31.8688,-33.2741
23.1513,15.0518,1.8858,3.23163,1.11012,-2.92243,-6.566,-7.7709,-7.70981,-10.4987,-12.1468,-13.3737,-13.7114,-15.0705,-18.1434,-15.3505,-17.2313,-21.4542,-20.2603,-19.9896,-21.6503,-22.1944,-23.5215,-23.0495,-23.4676,-25.9861,-25.5773,-25.8948,-22.8787,-21.5075,-19.6923,-26.6709,-28.44,-28.1305,-28.304,-29.4489,-30.9111,-29.4694,-27.1363,-30.2454
25.4804,15.7535,-1.45888,-0.247465,-3.54051,-8.10005,-11.54,-13.4888,-12.6384,-15.8144,-17.4687,-18.9219,-18.8609,-18.8219,-21.7269,-19.5281,-19.9534,-21.9155,-22.6303,-24.0361,-25.239,-24.4757,-24.9934,-24.7243,-25.1922,-26.723,-25.5295,-24.9404,-23.0322,-19.2946,-17.841,-24.4199,-27.9863,-27.6018,-28.9082,-29.0038,-29.4353,-27.0753,-24.9485,-29.3872
22.1631,14.34,0.968263,-3.19566,-7.90335,-9.56372,-11.4838,-15.051,-16.8613,-18.9894,-20.2109,-22.1454,-21.2409,-21.2095,-22.5281,-21.4676,-21.8232,-22.2312,-24.3382,-26.205,-27.1088,-28.3077,-29.0379,-27.5711,-26.7491,-27.8713,-26.5116,-24.5455,-24.488,-20.3655,-21.0734,-26.2857,-29.5964,-29.8689,-32.1067,-31.0262,-30.3648,-27.7447,-26.0103,-30.0758
12.5828,8.06426,-0.475581,-5.80653,-9.19481,-11.8438,-13.758,-15.774,-17.3149,-18.4123,-19.9055,-22.6891,-21.7787,-22.8846,-24.6409,-23.6178,-23.9443,-25.9566,-28.275,-28.4935,-29.0917,-30.6759,-32.26,-32.8968,-32.0795,-31.4109,-29.9886,-28.7677,-28.945,-25.5907,-28.3423,-33.8106,-35.4786,-35.5219,-37.7484,-35.9215,-35.2419,-33.6247,-31.6415,-34.4599
3.97395,3.11766,-1.68976,-6.79657,-11.935,-13.3001,-13.3523,-16.2503,-16.4047,-14.8028,-17.065,-21.7342,-19.7009,-21.8442,-22.3872,-24.0682,-21.4127,-24.7377,-28.5956,-28.381,-26.6837,-26.6348,-27.5775,-29.9777,-30.9308,-28.1357,-26.0423,-26.8125,-25.6496,-21.4767,-22.5459,-28.3094,-31.1011,-31.3897,-32.106,-30.3608,-30.5058,-30.0927,-27.6571,-31.6432
9.22795,6.32617,-3.70067,-9.26428,-15.7133,-15.8766,-15.5937,-19.1801,-19.02,-18.4736,-21.0414,-24.6833,-23.0841,-23.8001,-25.1831,-25.845,-22.7825,-25.0422,-27.0972,-27.8548,-26.9576,-26.8428,-28.1731,-29.3367,-30.0432,-28.7451,-26.3875,-25.8689,-24.0333,-19.9169,-19.4419,-25.972,-28.0723,-29.1318,-28.7541,-28.4729,-28.5518,-27.6912,-24.2603,-27.8905
11.8881,7.32009,-4.03283,-8.52616,-15.1449,-16.0123,-15.9939,-17.7372,-21.5053,-23.391,-22.023,-23.66,-25.6702,-24.0784,-23.6796,-25.0494,-26.791,-26.8908,-27.3832,-29.4266,-29.1439,-29.0901,-31.0148,-29.8672,-30.2501,-32.3765,-27.9583,-28.1924,-26.3484,-22.3502,-21.1397,-29.2379,-30.1291,-30.7335,-30.8673,-30.2151,-30.1455,-29.3388,-25.8837,-28.4837
5.19076,1.14805,-6.49703,-10.4999,-14.9297,-17.238,-18.6391,-18.9372,-21.2721,-24.7502,-23.4044,-23.9357,-26.8981,-25.1266,-25.8301,-28.2674,-29.8638,-30.6209,-30.8318,-32.9967,-32.9455,-33.7328,-34.7947,-33.9262,-34.0503,-35.7875,-33.9219,-34.7307,-32.6337,-29.807,-27.9328,-34.8222,-35.9512,-35.6558,-37.2132,-35.8688,-35.0654,-35.4309,-32.7667,-34.8113
4.59946,-5.12604,-7.04157,-7.83264,-13.0114,-13.516,-19.3315,-17.5894,-15.265,-20.3511,-20.232,-19.5999,-22.551,-21.5376,-26.1154,-30.1449,-25.8111,-26.719,-27.841,-28.787,-30.5819,-29.6923,-29.4359,-28.5576,-29.7366,-29.7105,-29.6712,-30.3598,-26.5853,-24.9347,-24.2611,-29.1414,-31.5019,-31.2579,-32.8005,-31.0902,-31.2623,-29.8762,-28.619,-32.3789
11.142,-0.669667,-1.57263,-8.92707,-16.352,-13.6358,-16.1332,-19.7497,-18.1024,-22.9496,-23.8774,-22.9751,-23.3393,-22.1527,-23.9127,-26.9245,-26.3485,-25.9247,-26.3386,-26.7528,-28.6529,-26.9663,-28.467,-26.9021,-27.5486,-27.6058,-26.281,-26.4553,-25.0479,-20.38,-20.7836,-27.2321,-28.6454,-29.4326,-30.3536,-29.2318,-28.6163,-27.5748,-26.0233,-28.7132
11.9907,2.19867,2.0504,-7.2144,-13.2288,-12.1205,-12.7214,-19.0337,-19.4563,-21.9203,-28.8634,-26.6204,-22.6512,-22.763,-24.6673,-24.2178,-28.2185,-29.3046,-28.333,-30.0601,-31.1169,-29.6856,-29.7562,-30.8111,-28.4844,-29.0648,-28.7901,-26.404,-25.3946,-21.2703,-21.8412,-27.5902,-29.556,-30.0616,-31.2248,-30.3814,-30.3917,-28.9182,-27.2373,-28.9242
5.24353,-0.735533,-2.96399,-9.39663,-14.5587,-15.4651,-16.9637,-22.8332,-22.2814,-24.646,-30.5825,-30.5706,-26.0701,-26.4014,-28.9905,-28.1738,-30.7177,-33.5478,-33.2701,-35.239,-38.6593,-36.4086,-34.3492,-36.1129,-34.5048,-36.8032,-36.322,-31.7262,-31.8394,-28.8682,-28.5681,-32.4317,-36.3233,-36.7967,-38.1553,-36.1596,-36.6304,-35.0677,-32.8863,-34.7744
4.97131,-1.69796,-1.46716,-10.8196,-15.6355,-13.4468,-19.2034,-20.868,-22.6,-23.1001,-24.4104,-26.0835,-25.953,-26.3043,-26.1044,-27.6729,-27.2851,-28.3199,-30.7442,-34.383,-31.5375,-32.797,-32.4063,-31.902,-28.988,-31.1928,-32.688,-32.7398,-28.2864,-22.3952,-22.8666,-28.3982,-31.9017,-32.573,-32.8511,-32.7395,-31.7115,-30.1634,-27.2789,-31.4682
9.41635,-2.53372,0.784122,-7.47431,-13.3681,-14.3036,-16.5868,-17.9348,-17.437,-20.3477,-21.6415,-23.027,-24.4268,-24.6231,-24.7529,-25.4365,-24.8376,-25.3481,-27.968,-30.2218,-28.8362,-28.9704,-28.5007,-30.3899,-27.1438,-28.483,-27.5813,-27.6258,-25.1791,-20.4379,-19.547,-25.6297,-28.8167,-29.2636,-29.6227,-29.6798,-28.371,-27.2019,-24.3343,-28.4851
11.3187,3.52585,0.489271,-4.24004,-6.29191,-10.1047,-9.5422,-11.5208,-12.187,-15.8429,-16.6885,-16.374,-19.0139,-20.1147,-21.0438,-21.613,-21.264,-21.6505,-23.9316,-25.2398,-24.8349,-27.1472,-26.806,-28.2908,-27.5089,-27.6047,-24.5574,-26.1013,-25.2311,-22.1995,-19.8963,-26.4915,-27.8274,-28.3937,-30.1878,-29.9528,-29.106,-28.3774,-25.0656,-29.2765
6.39087,2.69834,-1.28166,-4.87584,-6.76085,-10.4196,-10.8334,-12.2363,-12.8572,-15.7087,-16.4403,-17.1158,-19.5677,-20.6984,-21.7517,-22.0696,-22.3347,-23.4589,-24.699,-25.2831,-26.0506,-28.3574,-28.2828,-29.3959,-29.9642,-30.0267,-27.8414,-30.6817,-29.6133,-27.3371,-25.5185,-30.667,-31.1358,-32.0725,-34.6388,-34.2234,-33.9062,-34.2728,-30.9284,-34.3604
12.0804,8.01846,1.51413,-3.51099,-5.07143,-9.06629,-10.2899,-11.2358,-11.2165,-12.9074,-13.9981,-16.1181,-18.6483,-18.7824,-20.4972,-19.951,-20.5368,-24.5267,-22.9253,-22.5245,-24.7796,-25.4039,-25.714,-27.3928,-28.3794,-28.3148,-28.2686,-29.2438,-27.1446,-23.2273,-24.2782,-27.4282,-30.1785,-30.2622,-30.4054,-30.8294,-29.9909,-30.5668,-28.4648,-31.3658
