f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39
6.53964,-2.93364,-10.4937,-8.50702,-11.7216,-16.7294,-18.6071,-17.0384,-17.514,-20.492,-25.4075,-27.007,-29.4878,-27.409,-28.0862,-29.0045,-28.3517,-30.61,-33.7537,-32.7312,-30.9002,-31.1764,-31.965,-31.7977,-27.5258,-28.4422,-28.6537,-29.1647,-27.662,-24.8522,-24.1648,-29.9652,-31.6791,-31.219,-32.2515,-29.6676,-29.4504,-28.913,-25.7718,-29.6033
-1.30045,-6.77196,-13.7576,-19.3572,-17.6884,-20.6455,-24.5561,-26.085,-24.2413,-28.0235,-30.1011,-32.6126,-33.2851,-32.5423,-34.7973,-35.5077,-35.7357,-38.235,-40.274,-40.3732,-40.6585,-35.9334,-35.8739,-37.5308,-33.5939,-34.9848,-34.2234,-34.6805,-33.588,-30.9715,-29.8755,-35.55,-38.7674,-36.6777,-38.542,-36.7878,-35.522,-35.6338,-33.1864,-35.2922
3.06033,-4.78898,-13.4391,-17.658,-14.2483,-13.6351,-17.6034,-21.2249,-20.7043,-23.4414,-22.9002,-26.3394,-28.5481,-26.4859,-28.9415,-32.2921,-34.0653,-31.7886,-32.0379,-33.8994,-36.1219,-32.3818,-31.7426,-31.0835,-33.2472,-30.7703,-31.7543,-31.965,-30.128,-26.0187,-27.1196,-31.1062,-35.3688,-36.4235,-35.1436,-34.6661,-31.8647,-30.1708,-27.4664,-30.847
3.71113,-2.64739,-7.3721,-15.1575,-12.5609,-12.0717,-14.9122,-17.6162,-17.3344,-20.3918,-21.5466,-23.9125,-27.7714,-24.5116,-27.0415,-27.8588,-29.6773,-28.4282,-29.4059,-29.8299,-31.5672,-29.8284,-30.1164,-29.0099,-28.4714,-29.6418,-29.6518,-28.9645,-28.2351,-23.8193,-24.0328,-28.0832,-31.2792,-32.3134,-31.1964,-30.3094,-28.8091,-26.6275,-23.9445,-27.9434
7.4552,3.73667,-4.17873,-9.80264,-10.7739,-10.7738,-15.8799,-17.804,-19.1669,-23.2466,-23.0901,-24.0631,-26.3771,-26.6794,-24.6544,-26.9684,-26.9952,-30.448,-29.6815,-29.2323,-32.3911,-33.1353,-33.2515,-28.4013,-28.1673,-30.9279,-31.2542,-31.8593,-28.7975,-24.8967,-25.2722,-29.4807,-31.4935,-31.8969,-31.7828,-31.8183,-29.8407,-27.6482,-25.2089,-30.0321
4.62007,1.03875,-7.23996,-11.4278,-12.5535,-13.8181,-20.1945,-20.6136,-23.6462,-28.3984,-26.7222,-27.7893,-29.2363,-29.8845,-27.9861,-30.3175,-30.3791,-33.8021,-33.504,-34.3246,-38.0512,-39.5863,-38.4791,-33.3377,-34.3517,-35.5049,-35.7442,-38.0188,-34.2457,-30.799,-31.8064,-35.8062,-37.9541,-38.5494,-38.5158,-39.0051,-36.1203,-34.263,-32.0003,-36.5634
14.4015,6.81162,-6.71304,-8.81077,-13.3525,-11.4149,-19.2667,-18.8512,-19.7144,-21.8229,-26.269,-29.1651,-27.1899,-26.289,-28.6585,-27.4861,-28.5528,-29.2881,-32.3281,-29.8061,-31.8585,-33.2504,-32.2604,-30.1396,-29.7698,-31.3354,-31.8757,-31.8441,-30.3429,-26.3746,-25.2234,-28.9898,-32.4402,-34.1839,-32.6193,-32.1401,-30.2239,-29.394,-28.5287,-30.8897
18.2768,10.5509,-1.91344,-9.78067,-15.0763,-13.051,-17.6642,-15.9968,-19.549,-22.2616,-28.124,-29.1725,-26.1012,-25.6821,-27.0794,-27.0576,-27.1036,-27.5252,-28.2649,-25.2872,-27.6537,-30.5994,-28.6861,-28.8333,-28.1308,-29.4859,-29.3031,-28.8398,-26.5121,-24.1021,-23.5989,-26.5957,-29.4163,-30.5608,-30.1678,-30.0832,-28.1349,-27.1321,-25.9747,-28.9459
15.1231,9.28735,-3.49229,-11.9834,-12.4242,-18.696,-16.0902,-15.4005,-19.699,-24.4808,-27.5353,-26.4926,-25.3521,-27.6788,-27.6509,-26.772,-29.9513,-26.3481,-27.7015,-26.5845,-27.764,-30.6758,-28.9552,-32.7963,-31.0976,-30.3365,-29.1376,-29.2687,-28.2141,-25.68,-25.4784,-29.4133,-30.6685,-31.5976,-32.0008,-30.4217,-30.2534,-28.0907,-26.5463,-30.2846
4.3366,0.076368,-8.43254,-14.383,-15.3365,-18.3579,-18.921,-19.7066,-22.5758,-23.0705,-25.835,-27.6216,-27.2862,-29.4744,-31.7147,-31.6428,-33.7701,-30.4169,-30.9896,-31.9465,-31.9889,-34.9414,-35.1974,-38.921,-35.1599,-34.568,-35.2773,-35.6278,-34.6535,-32.8746,-31.0189,-35.6719,-36.4962,-36.4316,-36.7841,-35.4301,-36.3316,-34.5031,-32.5502,-36.5434
3.34591,2.11276,-6.37907,-16.5551,-16.9395,-11.108,-15.8771,-12.534,-16.9726,-17.1007,-21.485,-26.2095,-24.5112,-26.1206,-29.3769,-29.6893,-28.7875,-31.0468,-29.9056,-30.8095,-28.1652,-30.7844,-31.6871,-33.6267,-32.2516,-30.9358,-31.748,-32.9982,-29.961,-27.4278,-24.8281,-29.0212,-32.5753,-32.106,-32.2442,-31.8303,-30.9131,-30.5744,-26.9086,-30.7412
7.69147,2.96505,-7.35686,-13.6032,-18.94,-12.2837,-17.1789,-11.1022,-16.2533,-18.3251,-23.4574,-26.6857,-25.865,-25.8244,-26.1678,-26.4743,-29.812,-29.6225,-29.2981,-30.1373,-29.5521,-29.5959,-30.1736,-30.423,-29.8552,-29.705,-28.7889,-29.0334,-27.1847,-24.5426,-22.2232,-27.0686,-30.3702,-29.3059,-30.3761,-30.2502,-29.0028,-28.3071,-24.0321,-27.8307
8.3732,5.56978,-1.42455,-6.33342,-13.204,-12.23,-15.9714,-13.5962,-17.9795,-18.9667,-19.8949,-24.4336,-25.1831,-24.5176,-26.7422,-27.0825,-29.3349,-29.3105,-32.1404,-30.987,-31.5202,-30.6717,-30.241,-31.2303,-29.9843,-31.2279,-29.436,-29.835,-28.0152,-26.4904,-24.7348,-28.1173,-32.1111,-30.1793,-31.0528,-31.3128,-30.6501,-29.4152,-25.4106,-29.0414
4.12844,2.44908,-2.07947,-7.93481,-13.1005,-14.8012,-17.4409,-18.6089,-22.5187,-22.8329,-22.6904,-26.3289,-28.0462,-27.027,-29.686,-30.4183,-30.6116,-30.1718,-32.6427,-34.5373,-33.9426,-33.9811,-33.4669,-35.4797,-35.1903,-35.9382,-33.8707,-34.151,-34.2705,-32.412,-30.5441,-32.7191,-37.2358,-35.9638,-35.8398,-35.882,-36.6348,-34.5103,-31.3433,-35.1599
12.7878,7.89851,1.17066,-7.70245,-10.6347,-14.8283,-17.3499,-21.5612,-23.6225,-23.159,-23.4231,-22.3702,-25.6299,-24.6253,-25.627,-26.4483,-27.5567,-26.0025,-27.3339,-30.2647,-29.5785,-30.2964,-30.216,-31.4736,-29.9405,-30.5174,-31.9547,-29.246,-29.7941,-27.1747,-27.9676,-29.4725,-31.9914,-32.4903,-32.7671,-33.0885,-31.4665,-29.9757,-26.4141,-30.8907
13.7975,7.12249,-0.770109,-8.8805,-9.5283,-14.3097,-15.0069,-20.6342,-27.016,-23.0152,-24.6916,-24.0996,-26.4303,-23.4382,-25.762,-27.0611,-28.0153,-26.2047,-27.8642,-28.1298,-28.4129,-30.6275,-29.8186,-29.5726,-28.2004,-29.5143,-29.0397,-26.8254,-26.2502,-24.7742,-24.6798,-27.8382,-29.7003,-29.9051,-30.1552,-29.9574,-29.359,-27.698,-24.3786,-27.832
7.77012,1.89278,-3.98241,-8.76962,-9.51442,-15.7185,-12.4782,-16.4979,-26.9913,-23.5436,-25.8582,-29.6884,-26.234,-22.972,-26.4597,-31.0754,-29.4985,-29.0042,-29.0952,-29.752,-31.789,-31.6175,-32.1714,-29.7814,-28.7328,-31.0017,-30.5565,-29.7749,-28.3352,-26.4952,-26.3562,-29.4195,-31.9181,-32.012,-31.1501,-31.8278,-31.8479,-28.2289,-25.9465,-29.7053
-4.66878,-4.90635,-9.24456,-13.4492,-16.4215,-22.7272,-19.5789,-20.7198,-28.4815,-28.7072,-30.8597,-35.5639,-30.6639,-28.3875,-31.7837,-36.1092,-34.3749,-35.4721,-34.8744,-36.6433,-37.3375,-38.2318,-37.8442,-36.0374,-34.5583,-37.0873,-36.277,-34.9575,-34.8831,-33.5682,-33.2297,-35.8837,-38.9631,-38.5287,-37.7996,-39.0965,-37.7233,-34.4921,-32.3374,-35.302
5.57632,3.5999,-6.68664,-12.9987,-19.8713,-18.7226,-16.3046,-16.1365,-21.5852,-23.0811,-25.4023,-29.2027,-27.0447,-29.5818,-30.8996,-31.1077,-30.799,-30.311,-31.0788,-32.2749,-31.2197,-32.63,-31.0663,-33.7482,-32.0379,-31.3953,-30.1612,-29.4897,-29.5467,-26.4351,-26.1867,-32.7064,-34.6013,-32.7042,-32.185,-33.0273,-30.6637,-30.2029,-26.2764,-29.241
11.6147,5.8753,-7.17632,-8.48345,-18.6035,-17.0048,-15.5177,-15.5348,-18.3591,-21.8189,-22.6483,-27.0135,-25.4714,-25.7391,-26.6777,-28.001,-29.1077,-26.9149,-28.5296,-29.8021,-28.9413,-29.4942,-29.0044,-30.0514,-28.7926,-27.9291,-26.7226,-28.7157,-26.9135,-22.7307,-23.1247,-28.1302,-30.5373,-30.002,-30.2074,-30.4513,-28.3219,-26.8753,-23.2921,-27.0012
10.7253,5.79859,-7.78257,-9.65955,-16.8626,-12.7223,-15.6386,-15.4272,-18.7677,-24.3864,-25.3012,-26.6427,-24.2203,-26.0713,-27.3596,-29.9299,-28.5584,-27.365,-28.1621,-30.6735,-32.7671,-31.9404,-31.6062,-30.1106,-29.1962,-29.1345,-28.0374,-29.5079,-27.7885,-24.0922,-23.7364,-28.568,-31.9111,-32.134,-31.5207,-30.9169,-29.3264,-28.3349,-24.8489,-29.0568
1.63259,-1.07466,-11.2483,-14.8604,-17.5139,-16.1559,-19.211,-19.5492,-22.2976,-27.0728,-29.6221,-29.0205,-28.4809,-30.5441,-30.9417,-32.9063,-31.8732,-32.8789,-33.4435,-34.5871,-36.0924,-38.0859,-37.6351,-35.4062,-34.8149,-35.587,-33.5978,-33.5316,-34.1181,-31.1081,-29.8579,-35.2341,-37.8936,-40.2081,-37.3776,-36.2607,-35.9185,-35.44,-31.5746,-34.969
0.84511,-5.13276,-9.4644,-16.2142,-13.2954,-13.9548,-13.6994,-18.9517,-20.0681,-21.0823,-26.0411,-24.934,-26.8863,-26.6094,-24.8205,-28.9423,-30.4452,-30.5991,-29.8283,-30.4105,-29.9114,-31.6072,-32.6066,-30.4783,-31.1508,-32.0618,-30.7312,-29.8098,-29.5714,-25.3621,-26.1458,-32.5984,-32.4847,-33.3861,-33.2077,-33.3728,-32.7835,-30.5739,-28.2193,-33.0172
6.7511,-0.839268,-8.90824,-10.7467,-11.5244,-12.199,-12.1688,-15.3586,-19.432,-21.2526,-23.8537,-25.0686,-24.7174,-24.999,-24.1688,-29.4039,-28.0048,-29.2821,-27.8805,-29.3293,-29.2553,-29.6347,-29.0152,-28.3225,-29.0576,-29.6682,-29.2325,-28.9458,-27.5439,-22.0451,-22.558,-29.7673,-30.9276,-30.0243,-29.9109,-31.0954,-29.1986,-27.3248,-23.9911,-28.4772
4.45805,-4.0839,-9.19457,-7.32717,-10.6569,-19.333,-17.7987,-18.4698,-22.4926,-24.5939,-24.5576,-26.3211,-29.3992,-26.9475,-26.729,-31.4777,-31.4962,-32.2154,-30.1396,-30.2545,-31.3034,-30.6573,-28.2121,-29.4313,-30.6507,-32.1944,-31.2253,-30.1609,-29.1363,-23.2334,-22.9216,-31.1522,-32.4348,-31.677,-31.702,-31.8067,-30.1134,-28.3689,-24.208,-27.5563
-8.05123,-13.217,-13.5152,-12.4325,-16.0952,-24.7009,-25.5536,-26.7402,-28.5792,-32.814,-32.1465,-31.8604,-34.6883,-33.2857,-35.0652,-39.1771,-41.3174,-39.9305,-37.3259,-37.2225,-38.9399,-38.0342,-33.234,-35.5925,-37.1602,-38.9193,-37.3813,-36.1718,-35.1118,-30.4225,-29.1101,-37.1924,-38.5718,-39.413,-39.5741,-38.3537,-36.5802,-35.6722,-31.1641,-33.2377
-1.58145,-2.80601,-12.6095,-10.2141,-13.0442,-16.6127,-21.359,-20.073,-21.0604,-22.8895,-27.417,-28.7736,-26.9983,-26.469,-28.193,-33.7313,-35.1656,-34.3566,-31.698,-32.6691,-31.4017,-33.7645,-31.8851,-33.6238,-32.8514,-32.6014,-31.5894,-29.8915,-30.1939,-26.8614,-27.0958,-30.7236,-33.4371,-34.7761,-33.7408,-33.7396,-30.4327,-29.4532,-27.5631,-31.695
8.40987,3.9556,-10.3974,-8.7848,-11.8533,-15.1303,-17.0439,-13.715,-18.663,-17.5232,-25.2106,-25.4884,-22.483,-23.6266,-25.661,-28.1995,-27.4468,-28.9829,-28.7338,-28.9215,-28.9041,-30.2648,-29.6241,-31.0602,-31.0149,-29.8199,-28.9774,-27.8685,-27.1145,-23.0398,-23.4176,-28.5418,-30.5595,-31.3491,-30.4993,-29.5723,-27.4598,-26.8598,-24.3385,-29.5372
8.05676,3.01303,-10.521,-7.03336,-10.0952,-14.0017,-17.3626,-16.0505,-17.8401,-18.0864,-24.768,-22.7584,-21.8727,-25.6905,-26.755,-27.2544,-26.8555,-29.0792,-30.0251,-30.3985,-29.8458,-30.2964,-31.8934,-31.7736,-32.1015,-31.8344,-31.6659,-29.8411,-26.1544,-23.7859,-24.2031,-29.7544,-30.9991,-31.0974,-30.8761,-30.4997,-29.0845,-28.367,-25.9091,-31.0732
-0.822799,-4.02815,-12.0167,-10.4702,-12.2929,-16.3642,-20.0373,-22.9412,-21.8016,-23.6938,-26.413,-25.279,-26.1318,-29.7104,-30.3248,-33.177,-32.4022,-33.6218,-33.2314,-35.3085,-34.724,-33.0499,-35.9004,-35.3805,-35.8759,-35.9055,-38.2151,-35.8284,-31.6754,-30.3583,-30.5748,-35.9971,-36.731,-36.9104,-36.4834,-38.1264,-36.1876,-35.4341,-32.2758,-36.5452
7.21619,3.22792,-9.78854,-9.62874,-12.5779,-15.0393,-14.6892,-17.171,-23.2569,-22.1614,-23.2168,-25.2269,-27.916,-25.7666,-25.0393,-28.8538,-29.5824,-29.0734,-30.5104,-33.7285,-33.6705,-29.3846,-31.2473,-31.1953,-30.5815,-31.3567,-32.8932,-32.952,-31.1377,-27.2567,-25.6453,-32.0959,-33.0001,-33.4131,-32.5018,-33.779,-31.5307,-29.8269,-26.6069,-30.0265
10.9412,5.76882,-6.78835,-10.2141,-15.4992,-14.7803,-12.154,-16.0165,-21.2896,-22.8775,-20.8322,-24.9119,-27.4607,-24.8696,-26.3883,-27.979,-26.6507,-27.1757,-28.9276,-31.657,-31.4495,-28.3432,-28.434,-29.4831,-28.9424,-30.7541,-30.6761,-29.8061,-26.1188,-22.2256,-22.3508,-27.7423,-29.8753,-30.5901,-29.9709,-30.6612,-29.4135,-27.4191,-23.5617,-27.4515
8.72729,4.38502,-6.48657,-5.69364,-10.2326,-16.4842,-15.2283,-16.8367,-19.4904,-23.0037,-21.6641,-24.2013,-24.873,-23.1616,-23.3884,-28.292,-29.2013,-27.5884,-28.388,-28.9161,-29.3413,-28.2141,-29.4674,-30.6507,-30.5467,-31.7428,-32.2316,-30.8252,-25.9429,-22.2079,-21.944,-26.9783,-29.5848,-31.4091,-31.5607,-31.1777,-30.0409,-28.3144,-24.4422,-29.6124
-0.21905,-2.00817,-8.30061,-8.93993,-11.3819,-17.7178,-22.0229,-20.5341,-21.0718,-24.3414,-24.1219,-25.5788,-26.6046,-25.3065,-25.3789,-29.0163,-32.3021,-31.5793,-30.9199,-32.616,-33.1812,-32.3805,-34.5101,-36.8099,-36.1599,-36.6646,-36.5154,-36.0526,-32.6015,-28.1324,-27.3297,-31.4014,-34.0769,-36.3286,-36.9941,-35.4795,-34.6116,-33.3252,-30.0646,-35.954
6.48586,4.7111,-2.68382,-8.30398,-8.67949,-12.4622,-19.1828,-16.6596,-16.5462,-21.2712,-21.7029,-22.5372,-23.8489,-24.0371,-26.1943,-25.1146,-26.6314,-29.1421,-27.6762,-31.4498,-31.7646,-31.5527,-30.3654,-32.2903,-32.4883,-32.2315,-29.9368,-29.6199,-30.284,-25.3896,-25.0479,-28.4394,-30.8901,-32.5359,-32.5574,-31.5606,-30.3529,-29.8499,-26.2564,-29.7807
8.12848,6.18299,-1.92815,-8.96993,-11.5136,-13.7113,-15.6277,-13.3393,-16.0312,-20.5389,-25.1949,-24.9587,-23.1219,-24.9635,-25.5846,-26.3701,-26.6026,-28.0983,-27.1443,-28.7992,-29.2377,-29.9255,-29.2338,-31.3808,-31.3022,-30.5813,-28.6646,-27.7719,-27.7097,-23.5046,-24.394,-27.4575,-27.423,-29.6404,-29.7972,-29.9647,-28.6114,-27.4403,-24.189,-27.9897
2.47681,3.19508,-6.14184,-12.3293,-14.8854,-18.0717,-18.1757,-17.1921,-20.2107,-25.1787,-29.5451,-27.1094,-23.9253,-27.8632,-26.8489,-28.4353,-28.6189,-27.5039,-29.8707,-31.9634,-31.3046,-31.7494,-33.1221,-33.554,-31.4066,-32.0837,-30.1449,-28.5775,-28.0889,-24.1234,-25.8484,-29.5274,-29.6326,-30.5982,-30.6933,-31.1295,-30.1876,-29.8255,-25.406,-30.2046
-9.16982,-8.11255,-13.688,-17.0507,-19.4995,-26.2113,-25.1216,-24.2352,-28.1374,-30.7981,-33.1797,-31.8024,-30.5671,-33.1424,-33.8179,-36.445,-33.4192,-31.8036,-36.4496,-38.128,-38.6435,-39.7937,-39.9302,-38.5592,-36.0113,-38.1222,-36.0329,-34.6197,-33.9518,-29.6551,-31.8809,-35.1538,-36.8676,-37.27,-38.1255,-37.3657,-37.783,-36.0188,-31.2414,-35.9042
2.53594,-0.386583,-13.0164,-13.4656,-15.8993,-22.3512,-14.0328,-19.929,-27.3831,-22.1547,-24.9578,-30.0009,-30.6744,-28.4179,-30.0349,-30.2714,-28.6435,-29.931,-33.2359,-30.6318,-32.507,-33.9365,-32.74,-32.0045,-30.1845,-32.5942,-31.9761,-32.909,-30.2756,-25.3654,-25.5415,-30.6339,-31.6658,-31.754,-32.9948,-32.2063,-32.7117,-29.5733,-26.1682,-30.5616
4.15506,2.36897,-3.34944,-10.2283,-14.6454,-15.6917,-12.7507,-16.0259,-19.2943,-20.3922,-21.9843,-23.6769,-25.3616,-26.0464,-28.7983,-28.516,-26.7216,-28.2813,-29.7722,-27.2962,-30.0664,-30.985,-29.4432,-29.9183,-27.8227,-29.6495,-29.7002,-27.7803,-26.3325,-22.4044,-22.3951,-29.2639,-30.0178,-29.6636,-29.5779,-29.4755,-28.1351,-26.7603,-23.9903,-27.4464
2.95413,0.192852,-0.599788,-7.63251,-14.1199,-14.2624,-19.4922,-17.7642,-18.4206,-23.7407,-24.4576,-24.7976,-25.9599,-30.342,-32.9387,-30.3438,-29.1175,-29.3921,-31.241,-28.8158,-30.8085,-33.8794,-33.4436,-31.829,-29.6772,-31.4474,-29.7974,-28.1065,-27.7448,-25.4338,-23.6351,-29.3956,-30.9119,-32.2649,-31.393,-31.2051,-28.4655,-28.2137,-26.1096,-27.8661
-1.72554,-4.25619,-6.18496,-11.0883,-16.3324,-17.7384,-21.957,-23.8876,-24.448,-31.4957,-33.5706,-34.6287,-32.3115,-34.998,-35.21,-35.3368,-36.2613,-38.0043,-37.2396,-34.2016,-36.3569,-39.8445,-40.4841,-37.8032,-37.1628,-38.8239,-35.0205,-34.1992,-32.7371,-33.8418,-29.9812,-34.4226,-36.3988,-39.4589,-37.957,-37.8703,-34.8658,-34.5022,-32.7975,-34.2857
5.08218,-1.65804,-2.00729,-9.78361,-10.4022,-12.0121,-13.4758,-18.9974,-16.474,-22.8087,-23.1329,-26.9303,-27.7378,-27.6416,-29.3703,-30.7089,-31.4795,-32.9866,-28.906,-26.7073,-30.9221,-30.5807,-32.1659,-33.0163,-31.1025,-30.8827,-32.5932,-31.7977,-28.3918,-26.5965,-24.5413,-31.2899,-33.5268,-34.5438,-31.4974,-33.7525,-32.1667,-29.4357,-27.8009,-32.0813
13.0699,7.69933,0.335377,-6.2859,-7.46301,-9.53828,-11.235,-16.3262,-13.4627,-19.8381,-18.7917,-23.7048,-24.9234,-26.001,-28.0847,-27.2565,-27.8709,-28.2732,-25.6291,-25.66,-29.2968,-28.5715,-29.258,-31.3823,-27.8953,-27.4745,-29.3846,-28.4045,-26.7205,-22.8755,-22.4763,-28.3521,-30.3974,-30.6998,-29.4716,-30.8541,-28.9328,-27.5123,-25.0776,-30.0385
14.0197,10.1081,-2.21398,-5.083,-5.55442,-9.44707,-10.7615,-15.9184,-16.3141,-22.0063,-18.7525,-23.83,-23.0592,-23.5134,-23.9225,-25.4031,-26.7259,-25.1296,-24.8328,-26.9178,-29.213,-27.8265,-29.1533,-29.6389,-28.4406,-29.5471,-29.5439,-28.272,-27.3898,-24.3065,-24.2865,-29.3156,-30.9524,-31.5726,-32.0443,-31.2695,-29.4132,-28.7825,-27.4267,-31.1262
6.54108,3.24248,-4.40837,-7.1207,-8.73031,-12.1298,-13.968,-17.5998,-19.2958,-20.6517,-20.8893,-23.7427,-23.7147,-23.8316,-25.1905,-28.2314,-28.8293,-26.8732,-27.6921,-28.9721,-30.8005,-29.9368,-31.0522,-32.0892,-32.5843,-33.8644,-34.5205,-33.539,-33.9391,-30.4886,-29.0062,-34.2099,-35.1595,-36.8744,-38.1428,-35.7681,-34.2013,-34.2941,-33.9539,-35.1765
5.72374,4.28339,-0.889658,-2.95224,-8.14393,-9.29394,-12.1085,-16.5967,-18.9671,-14.694,-18.5497,-20.2283,-21.5448,-21.1412,-23.2937,-27.1677,-25.5376,-25.8157,-25.5366,-26.1132,-28.5888,-28.5254,-26.7742,-30.0399,-30.36,-30.9107,-31.6661,-30.3406,-30.0885,-25.4281,-26.114,-30.5202,-30.8519,-32.6067,-32.8939,-31.1573,-31.6762,-30.8964,-26.9767,-29.5843
11.0921,5.0953,-2.9163,-2.83177,-8.95289,-11.9747,-15.3183,-15.6104,-17.7858,-17.6345,-21.3431,-21.7598,-24.7213,-23.8919,-25.0617,-27.8029,-26.9362,-28.1862,-27.1249,-26.6363,-28.9355,-27.8808,-27.0445,-28.9741,-28.8643,-29.3521,-29.8628,-29.3746,-27.5119,-22.725,-23.9375,-28.7539,-30.2883,-30.7668,-30.5475,-29.2197,-29.1143,-28.5695,-24.2744,-27.4998
12.1014,8.47283,-0.438531,-3.94812,-6.87673,-9.6424,-12.9446,-10.7829,-13.0766,-19.3178,-19.4724,-20.5343,-20.8013,-20.403,-21.4889,-24.1114,-24.129,-25.6119,-26.3496,-26.647,-26.1534,-27.7644,-27.2012,-26.267,-29.7491,-28.1592,-28.7928,-29.6423,-27.4498,-25.0018,-24.4491,-29.4525,-31.5646,-31.0174,-30.0766,-30.5246,-30.7605,-29.3713,-24.836,-28.1672
6.53943,4.14027,-2.36059,-7.85984,-10.1596,-11.8024,-14.1727,-13.3519,-15.0541,-18.8708,-20.0952,-21.3848,-21.637,-21.8312,-22.7797,-24.9476,-25.74,-27.1356,-27.7857,-28.7786,-28.0541,-30.0245,-29.7281,-28.898,-32.9051,-31.317,-31.6582,-33.6762,-32.4349,-30.3894,-30.0225,-34.0254,-35.3194,-34.8636,-34.7775,-35.7184,-35.6542,-35.0368,-30.3787,-33.9343
12.2753,7.6524,-5.04449,-5.43666,-11.9891,-13.0511,-16.3404,-15.9927,-14.6322,-15.5253,-18.8282,-20.4285,-20.5844,-23.0087,-22.3436,-23.8267,-25.287,-25.8462,-26.2295,-27.3712,-27.5404,-29.0995,-29.7807,-31.5958,-31.5564,-30.895,-28.4971,-31.1117,-31.201,-26.3588,-27.2759,-30.7607,-33.3541,-32.2706,-31.7612,-30.7645,-30.536,-30.7694,-25.8904,-30.9658
15.1396,8.5728,-6.29472,-7.56672,-16.0274,-11.9026,-15.0725,-19.7904,-18.2707,-18.2663,-22.1977,-23.5322,-23.3945,-26.2934,-25.2133,-26.8632,-27.1891,-26.9439,-27.5206,-25.8904,-28.6188,-28.9957,-28.9641,-30.7601,-29.5023,-28.8648,-27.3196,-28.5029,-27.455,-22.8835,-24.3146,-30.4082,-31.4461,-30.4167,-30.3943,-29.6741,-30.1455,-28.4452,-24.2724,-29.4651
11.2336,3.32299,-10.3542,-12.5319,-14.2651,-13.4603,-16.6737,-25.5608,-26.4877,-25.0119,-25.8722,-26.1612,-30.0058,-27.8903,-28.6915,-28.5726,-28.9497,-30.835,-27.8821,-26.8427,-32.8074,-31.5942,-30.7033,-32.4592,-30.9401,-30.936,-30.5325,-29.5621,-28.0635,-25.0039,-25.8524,-33.0105,-31.7064,-31.8181,-32.0417,-32.4437,-32.2292,-29.9628,-25.4958,-29.9495
0.846108,-6.05048,-15.287,-18.1849,-17.8728,-20.7572,-25.5755,-30.2645,-32.0205,-30.1471,-27.7009,-31.6443,-36.3471,-33.4934,-34.9807,-33.4911,-33.421,-37.272,-31.8726,-34.1423,-40.6131,-37.4501,-37.1618,-41.3705,-37.8334,-39.0543,-38.8211,-36.8328,-34.4721,-32.5356,-32.2451,-39.372,-38.277,-37.703,-37.444,-38.9605,-38.4564,-35.8088,-31.7606,-34.7825
10.9724,5.03772,-9.90429,-11.3594,-14.2732,-13.9458,-18.5431,-22.7327,-23.8362,-23.2267,-20.9733,-26.2826,-29.9629,-28.4194,-29.1719,-29.2494,-30.5078,-32.0216,-29.1104,-31.0322,-36.0933,-33.2612,-32.6856,-34.0774,-33.2015,-33.9285,-33.8631,-30.7909,-29.0779,-27.527,-27.2475,-31.1128,-32.5548,-33.3661,-34.0945,-33.3942,-33.1226,-29.5282,-27.6579,-30.3934
14.9541,7.62662,-5.13618,-9.66884,-13.6727,-13.6133,-16.007,-20.4699,-21.8898,-24.1236,-21.8503,-25.4617,-25.0944,-27.6225,-26.4008,-27.0308,-28.173,-29.4067,-28.5695,-28.9107,-31.6246,-30.2028,-30.3103,-31.2522,-30.1556,-29.4708,-28.9609,-28.4799,-26.4008,-23.5282,-23.2998,-29.4297,-30.8433,-30.241,-30.1657,-30.4613,-28.7496,-27.9873,-24.1458,-27.986
12.5301,6.38871,-2.5787,-9.58109,-9.56933,-10.7777,-12.6047,-17.1971,-16.6139,-21.214,-19.1067,-20.6486,-20.131,-23.1208,-23.5444,-25.3092,-25.9202,-27.909,-27.3839,-28.053,-28.4451,-28.7091,-30.078,-30.5982,-29.4326,-28.2195,-28.5688,-28.9539,-28.264,-23.2931,-23.7514,-31.4159,-32.428,-30.7304,-30.9068,-31.292,-29.2745,-28.9358,-25.9365,-28.6563
4.74502,1.70965,-4.62427,-9.43956,-11.4628,-13.1199,-15.536,-17.0291,-16.9621,-20.7404,-19.9262,-21.1241,-21.85,-23.6335,-25.9865,-26.9679,-27.8357,-28.6138,-28.4441,-29.4084,-30.2276,-30.6068,-32.8848,-33.0121,-32.2374,-32.7233,-34.6131,-33.83,-33.9845,-29.8928,-30.251,-36.7485,-38.8101,-36.8711,-36.8593,-36.4388,-35.2589,-34.2287,-32.4471,-34.8237
7.57929,0.810362,-2.91183,-4.4225,-11.8955,-11.7301,-14.6424,-13.3822,-14.1948,-18.1096,-17.9385,-19.5104,-21.508,-21.3774,-27.9527,-26.2156,-26.9409,-24.7315,-25.6305,-26.253,-27.9733,-27.3539,-30.6317,-29.8469,-30.2299,-30.7252,-30.0605,-29.2903,-28.4462,-26.9381,-26.0143,-31.5939,-33.9198,-33.6182,-32.1894,-31.7258,-30.9195,-31.0036,-27.0935,-31.2229
