filename,genre,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Copy of funk9.mp3,funk,0.45244387,0.09901949,0.14836314,0.0050594853,1593.524362,1201107.322,2163.094337,1339301.672,3155.559593,5757813.727,0.0324054097,0.000609462101,0.12021208,0.0037737775,0.02651986969,0.0113774912,106.1320755,-247.62616,7255.294,176.8549,2008.2404,-13.536891,798.6115,8.544029,367.45172,37.86536,518.2581,19.375576,216.92139,-18.183662,216.4871,-0.12024898,159.83562,2.3786871,136.04285,-2.3413718,103.757576,-8.56718,96.48686,-4.1296315,100.781975,-4.1379642,130.50778,0.0700834,125.83867,-0.6767495,103.808205,-0.9196322,95.67575,-5.7815456,105.04998,-3.8818297,97.72769,-3.7960727,81.98545,-0.6429891,69.27016
Copy of funk6.mp3,funk,0.35530385,0.10403806,0.22346318,0.01334898,1694.819588,1794697.923,2184.513952,1844751.927,3744.535691,10443575.71,0.03208087177,0.001104461607,0.16376871,0.0060545933,-0.02161515471,0.005185222628,120.1853198,-186.68962,13789.913,152.97061,3871.3792,-12.567402,515.55414,34.396854,466.19083,16.616217,557.84015,10.935399,367.3102,-8.253877,189.87822,10.78823,141.88914,-3.1468048,102.15268,1.3259616,95.96602,-3.8142915,73.66533,-1.7655804,59.496002,-2.5092723,59.936436,-0.55357647,53.190178,-0.07939382,62.317665,-3.5672834,70.083824,-0.5937708,43.263515,-3.624807,54.839542,1.6797276,50.76735,-1.2992338,53.75621
Copy of funk1.mp3,funk,0.39377293,0.10765808,0.09569542,0.0047755907,2678.430069,3256835.268,2985.511389,2343942.098,5804.014904,16030889.42,0.05318883181,0.002883662989,0.076000884,0.0034936017,0.02484791795,0.008912436662,89.10290948,-261.20322,20106.123,108.78569,3047.1924,-6.270283,1182.6471,58.21751,759.1424,0.43948695,429.3513,15.003614,303.8268,-8.27399,177.59503,12.211482,163.04674,-12.909635,173.08905,9.875364,135.21936,-3.1792243,82.67227,0.7794311,60.18506,-1.8662782,42.30977,-3.9221442,37.827053,-2.815768,29.856838,-6.34406,48.12842,-0.269613,46.13759,-7.447028,56.663776,-1.3226675,47.596928,-6.884058,52.989315
Copy of funk4.mp3,funk,0.45359522,0.08080199,0.08355529,0.0003893544,2628.357258,886189.2758,3403.714084,774721.52,6100.446445,7536468.379,0.05095226182,0.0004817494704,0.065537736,0.0002979481,0.03914592686,0.01224583873,120.1853198,-208.32787,3103.793,152.80157,753.3677,-20.073086,432.723,48.560284,157.82437,-10.596099,254.54842,32.914284,195.42703,-13.679465,145.77603,21.303604,99.03439,-20.378183,95.83022,12.031424,73.7515,-0.48618007,87.97198,-0.018533736,86.203125,-3.6306312,64.353966,1.3909591,45.689972,8.088064,47.838238,-4.561529,51.32021,1.1827148,52.135056,-4.7465463,46.792778,3.620415,45.95008,-7.4311733,45.389633
Copy of funk2.mp3,funk,0.33843935,0.09651009,0.067126,0.0013684507,1706.028455,449076.8934,1668.100588,334238.832,3240.727435,1320722.856,0.05180144614,0.0008465914543,0.052404802,0.00086948264,0.0007720446959,0.0144962289,120.1853198,-277.04416,12175.701,159.3236,2888.509,-51.476006,1125.2631,21.552332,203.59152,18.627775,359.35236,-12.836973,224.7516,-7.724796,160.13214,-0.915446,83.70162,-0.8897409,109.42281,0.1738152,67.88292,-9.961228,89.71965,-10.580134,83.80506,-8.066641,70.60872,-7.6931095,74.63476,-11.20993,73.47751,-11.344045,76.68727,-6.555325,76.88461,-7.382503,57.675797,-4.192305,55.180058,-6.212781,48.684643
Copy of funk5.mp3,funk,0.45359522,0.08080199,0.08355529,0.0003893544,2628.357258,886189.2758,3403.714084,774721.52,6100.446445,7536468.379,0.05095226182,0.0004817494704,0.065537736,0.0002979481,0.03914592686,0.01224583873,120.1853198,-208.32787,3103.793,152.80157,753.3677,-20.073086,432.723,48.560284,157.82437,-10.596099,254.54842,32.914284,195.42703,-13.679465,145.77603,21.303604,99.03439,-20.378183,95.83022,12.031424,73.7515,-0.48618007,87.97198,-0.018533736,86.203125,-3.6306312,64.353966,1.3909591,45.689972,8.088064,47.838238,-4.561529,51.32021,1.1827148,52.135056,-4.7465463,46.792778,3.620415,45.95008,-7.4311733,45.389633
Copy of funk7.mp3,funk,0.6427582,0.07300354,0.114516005,0.0064323824,2093.357803,3608151.721,3000.57232,2252413.09,4449.16737,17265051.52,0.02966035205,0.002187137728,0.08343856,0.003623719,0.008744917476,0.003959522891,95.33898305,-304.54208,11237.229,123.24913,3161.597,22.218119,958.4665,41.185776,558.172,6.432102,299.37384,25.276451,159.81065,16.951204,114.58574,19.065508,112.39213,8.443094,88.609146,7.9771338,73.3861,3.3192909,68.771,6.974192,74.81438,5.2217674,77.047966,5.524827,69.600845,2.0563984,59.180412,1.0797546,47.137127,-1.2283082,33.829292,4.2022743,48.769203,3.024538,68.72156,3.386735,41.875374
Copy of funk10.mp3,funk,0.61431724,0.075515084,0.0572677,0.008173759,2627.777934,3082893.872,2721.8801,1412761.978,5292.634087,12871438.09,0.06386017486,0.004322295569,0.040938687,0.004881656,0.0004105141158,0.009335521463,122.2826087,-423.11368,8888.17,80.463104,4024.6272,13.420027,1459.4109,29.84198,652.26764,18.827477,287.98264,12.304661,401.23288,9.706056,229.85667,8.414149,94.89341,8.838391,110.268166,4.069259,123.84036,5.6299524,83.04208,5.4026914,54.818825,3.0105267,50.402794,0.6764908,50.037888,0.6038331,43.426414,-1.8834515,53.881554,-1.3263427,30.9931,2.083998,31.672886,-1.5047458,30.42609,0.077520594,32.710575
Copy of funk8.mp3,funk,0.6146501,0.069755666,0.14514475,0.011070724,1972.246438,1116848.036,2227.057023,350120.4545,4023.351404,4371812.343,0.04685278173,0.001789381711,0.091865696,0.005219515,0.004084195868,0.007664564306,119.6808511,-243.2917,7883.752,147.85658,1484.397,-19.952158,1561.7561,56.11208,727.7375,12.52312,307.53973,5.955328,231.23866,23.853464,100.07783,4.064756,126.6206,1.8507142,80.565056,3.7852833,96.902565,11.956215,90.22417,7.22367,85.088806,-1.2030393,96.468895,-0.44929132,67.1701,0.12007666,49.082558,-10.478667,53.155365,-3.4039679,35.488132,3.0826993,45.608643,-6.4601264,90.16496,7.927698,44.27085
Copy of funk3.mp3,funk,0.4380884,0.091203764,0.14272512,0.0039978423,1643.483268,973673.8112,2305.716314,1011177.989,3404.54608,6215091.647,0.03263736878,0.0005130543563,0.108843446,0.0023304957,0.01400621216,0.02206270292,120.1853198,-235.18373,8463.321,164.41493,1632.997,-4.6955657,1632.8141,42.953033,481.39807,17.016932,638.59296,11.525781,402.07294,-8.930253,233.76103,10.461384,152.7158,-3.293178,118.47708,1.4336239,104.69022,-1.4763995,81.20008,0.92389363,86.27776,2.5113685,76.044235,2.683334,61.58411,-3.1253164,62.202766,-9.462041,72.11871,-1.2522378,67.50792,-8.20475,88.80392,-2.028758,71.17019,-0.4749582,75.21922
Copy of jazz25.mp3,jazz,0.3558673,0.1062048,0.13783805,0.006957719,1818.175462,2141709.257,2731.575271,1418985.805,3359.036171,12032143.95,0.03033436417,0.001713659108,0.12374733,0.006104008,0.0054479639,0.02505337867,148.0263158,-301.8601,8420.475,137.93024,3028.784,34.25877,1047.9198,49.097965,544.8617,-0.76221573,137.9925,17.470692,129.87016,-1.9828926,100.20623,2.2532883,114.84254,-0.5363325,102.3746,-2.1944866,99.86207,-3.5136294,61.172913,-2.0417628,55.947063,1.6916311,75.132454,-3.8980594,41.768814,-6.520261,67.92744,-5.3276267,61.54428,-2.9789622,59.002327,-2.1799617,44.656693,-3.744783,54.408005,-4.631071,67.48879
Copy of jazz4.mp3,jazz,0.32813457,0.10526064,0.15608828,0.0067596585,1105.824315,799382.5123,2070.90516,986608.9424,1787.082296,4822689.08,0.01811587662,0.0003185768993,0.14524521,0.006528169,0.01236396205,0.05490612552,137.195122,-286.99365,2642.1873,178.71724,1062.0028,45.519455,517.58655,21.668545,258.20792,7.2029915,232.76378,13.579418,68.44064,5.1807156,121.54537,4.7188315,60.328884,-3.4079185,95.1517,-3.162148,46.999065,-4.7496314,48.96449,-6.8618712,45.677067,-2.5690835,52.14092,-1.6992382,68.12897,0.78588563,58.869606,-1.5541369,62.912838,-0.64638996,50.39396,-1.5280176,65.419846,2.5272903,84.87994,2.2038927,104.91606
Copy of jazz8.mp3,jazz,0.28610277,0.10752165,0.12236833,0.003288918,2530.438247,1098138.898,4175.042741,748538.0147,5946.126244,13152224.94,0.02399573409,0.0001909405885,0.11644212,0.0033507985,0.01907200315,0.02373886345,102.2727273,-273.45306,1572.6852,123.7782,662.59515,46.333107,195.06616,49.493935,167.10916,-12.8468685,88.20034,21.251825,55.54779,-2.59057,60.471912,7.301886,65.27993,-14.816248,52.1864,5.023252,47.71535,-4.5252624,50.71717,0.8653109,52.03405,-7.3877087,53.90458,6.5899644,104.26222,1.4202206,102.563286,4.6202836,110.88062,0.51737154,106.0142,3.2344139,108.95989,3.1614053,120.52624,3.6648831,99.65089
Copy of jazz7.mp3,jazz,0.33159375,0.09892909,0.09536373,0.0028751562,1434.906357,833000.747,2364.553456,635986.3874,2522.184945,5112187.102,0.02282441455,0.000533371028,0.08688821,0.002562381,-0.03179109495,0.03708702627,137.195122,-294.5088,1875.2186,174.0325,1123.1888,17.83451,365.85666,34.898315,237.70027,0.91863376,130.03795,9.640125,73.47844,-1.21204,63.271397,-4.0610924,70.0571,2.6403363,78.82866,-6.8270454,63.08678,0.16984437,43.52761,-0.23349,41.34961,-4.8386526,46.61665,-5.0290017,56.483692,-4.7370477,47.817116,-4.525396,52.067753,-5.8879685,56.46847,1.1098415,53.58862,-1.5514095,58.34637,-4.623222,57.47691
Copy of jazz3.mp3,jazz,0.40254793,0.099116676,0.11746753,0.002998216,1213.621322,1019191.957,2171.339748,1333100.926,2293.433945,7488973.386,0.01759201142,0.0002804715927,0.100888684,0.002081567,0.06208191447,0.02920378182,125,-299.05975,5316.8335,180.90916,1594.0242,27.479614,478.72485,37.84497,365.90225,12.759177,306.75665,17.423414,109.44541,7.0530925,124.79772,11.500287,82.17794,-6.1975775,71.07785,0.8842224,68.42106,0.05496818,78.961815,-3.9635675,48.385452,-1.698491,55.797153,-1.4849988,71.4255,2.2071874,54.554928,-3.7049718,43.091152,2.1739185,35.389175,-0.66825324,48.203552,-0.58293813,41.62988,-3.1159391,45.221035
Copy of jazz6.mp3,jazz,0.36136696,0.10003909,0.19725211,0.013332075,887.1784283,297687.0563,1341.435751,260456.0499,1495.559123,1443547.277,0.01850851515,0.0002945388077,0.18900932,0.0129801715,0.02283146649,0.04821545022,130.8139535,-270.9634,1935.6665,183.71724,1012.87604,19.668058,758.46265,20.398397,178.00664,35.64973,119.69697,0.033618677,96.97678,-8.506811,76.94269,0.98968446,74.887115,-5.733035,65.38343,-3.5931418,64.203804,2.3651729,71.4886,-9.876035,66.019005,-14.360215,64.68804,-8.433741,64.34526,-13.120283,61.280056,-13.197548,67.54279,-3.7749128,54.792713,-3.2327764,46.818188,-8.419141,74.0332,-8.725029,97.384445
Copy of jazz1.mp3,jazz,0.41959244,0.09551694,0.103069894,0.0035398875,1500.919397,2232091.578,2206.213236,1322743.07,2673.408061,10970552.8,0.03386134132,0.002612217209,0.09125015,0.0027691415,0.03306167884,0.02862148095,133.9285714,-335.99802,7201.0913,153.9034,3624.9595,45.98367,1084.163,38.11663,578.5516,11.061033,164.26263,10.158186,101.61149,4.157361,78.2896,-1.4270517,89.52999,-7.183676,87.35228,-3.6227887,79.81449,-2.2706773,60.26632,-2.516448,59.32612,-0.028558552,68.19486,-2.1909597,55.276474,-0.5920527,62.58124,-3.4231803,74.075676,-2.3258562,57.439987,-2.4803894,49.73647,-2.9185967,46.20117,-3.5971515,39.22731
Copy of jazz9.mp3,jazz,0.32024506,0.10498954,0.1239882,0.0035603598,1328.330262,814566.8045,2651.92311,1291195.588,2153.225538,6964086.19,0.01610876816,0.0001237530374,0.110926785,0.0031335033,0.006407670287,0.01856398411,175.78125,-307.52533,7508.7607,156.70023,2654.0015,45.051575,455.64615,36.86126,262.3277,-6.7091017,88.8445,24.888535,108.47645,0.47659516,56.828674,4.883093,64.67672,-3.6638281,56.18725,-2.398662,64.341705,0.49338776,48.402077,-2.114698,57.857533,-1.9925826,49.547585,1.9386036,45.746445,3.176469,62.926846,-2.1154494,71.66684,-2.9680254,77.837364,-3.3226118,69.21002,-6.1650763,81.26182,-2.5178366,84.000984
Copy of jazz2.mp3,jazz,0.48722208,0.10012314,0.15240872,0.015519414,3956.197034,3629703.89,3901.073788,298964.5239,8598.479715,6935785.982,0.09257572959,0.01099867807,0.1348659,0.013233806,-0.02317254046,0.02228654785,170.4545455,-237.85985,5752.8496,84.27872,1807.4475,-3.7578385,407.62897,76.22219,348.77533,-4.0169296,124.17307,37.95582,166.65056,-0.696764,87.33709,12.530802,104.692856,3.6787946,83.54317,-1.8733168,87.64044,10.142385,66.00886,-3.2514174,48.054913,5.2625875,69.465675,-3.4732227,58.60312,-1.9188156,48.062935,-6.7870746,47.261276,-2.9677227,59.36461,-4.572048,69.96837,-0.6198349,64.64251,0.763649,74.98726
Copy of jazz12.mp3,jazz,0.3950727,0.10626501,0.12691285,0.0036456292,690.2650299,169490.3327,1450.075669,516678.8402,915.3789326,923066.1973,0.01211885248,4.40E-05,0.11218849,0.0027940308,0.01606967318,0.02482076117,130.8139535,-329.886,4433.4336,173.19789,2913.1155,47.401363,484.89023,29.511326,435.0955,14.805013,176.09389,14.109161,120.085655,9.053594,82.56484,0.64473,55.68839,-2.2200274,40.870594,-0.069708355,45.712116,3.2211225,45.746117,-1.6211044,43.011833,-1.4986798,45.893047,1.7355828,57.71275,-0.3647749,68.187874,-4.4239106,86.60076,-3.9067044,91.787895,-1.7203864,81.5454,-0.43781942,94.76142,-0.42633784,122.55622
Copy of jazz19.mp3,jazz,0.28601864,0.100025006,0.09787817,0.0012449076,1145.475087,487928.9124,2203.347634,879301.8982,1843.972183,4605950.69,0.01676264497,5.00E-05,0.09228748,0.001142606,0.04456547596,0.02947153349,130.8139535,-326.06784,2911.8108,175.8777,740.70856,26.508379,281.4567,33.57612,186.76627,12.90255,141.22667,10.870822,98.45584,4.8609824,103.79708,2.0704925,88.962814,-3.6034768,76.64326,0.8115761,78.302956,1.1989673,68.657364,-1.0458874,52.59351,-0.55614173,65.32527,1.8658742,84.43432,0.08532945,79.092834,-0.08007465,89.13306,-0.9446159,120.06153,-0.17747554,133.32874,1.6969653,122.09249,2.5801837,136.36205
Copy of jazz17.mp3,jazz,0.32759595,0.11199687,0.0673067,0.0016251968,1244.200054,741342.5965,1988.364292,1144897.413,2440.232847,6432047.883,0.01980741618,0.000128793763,0.06397317,0.0016046528,0.04935950112,0.03626485286,125,-371.51614,5123.612,160.97395,1481.917,35.026875,571.94836,35.162148,791.72015,-2.0835786,386.4457,16.044842,172.97743,5.2704525,172.0613,-0.44534835,78.84754,-0.49204534,93.351814,-0.51642174,77.58059,3.0004702,66.55248,-4.1751966,60.94476,2.4908533,69.04174,0.41912133,54.771675,0.12132617,74.11679,0.911629,85.85835,2.5743673,100.13424,6.0388217,158.07703,8.542169,233.2537,9.149156,196.33945
Copy of jazz11.mp3,jazz,0.35215962,0.10074174,0.09751979,0.0027227723,1733.510316,1330436.016,2561.668916,897112.1793,3412.035083,8456507.787,0.02856957374,0.0009385522337,0.08847962,0.0024258934,0.01553268796,0.03423385016,119.6808511,-290.97235,7062.8374,160.85892,1686.1973,16.373108,846.76776,44.09395,475.68454,-4.6548157,234.57776,12.170167,93.084,6.2607336,97.14509,-0.13208589,89.2836,-4.2932153,76.70974,-3.9914432,59.172993,-5.7350583,47.097443,-3.0696611,42.249485,-4.3047223,56.39652,-7.4777136,53.58463,-3.7185626,48.056835,-8.218501,46.7392,-2.0312068,52.884632,-4.6226053,59.868633,-3.4697235,53.027966,-1.1197207,69.89034
Copy of jazz16.mp3,jazz,0.34865758,0.100895576,0.076210715,0.001113524,822.7196797,571340.1353,1501.416118,793312.0221,1379.171481,3023288.134,0.01477567183,7.20E-05,0.06734132,0.0009890903,0.0225971924,0.03045350798,119.6808511,-369.58157,4047.859,188.35927,1568.853,47.929802,702.2428,22.91589,385.53174,17.859522,156.864,18.925152,70.603195,7.382575,73.234665,1.5516908,54.053917,-2.3572543,60.25499,-2.9866014,56.506226,-1.2845322,52.39259,-0.5967274,41.135464,2.625774,30.43421,3.2984316,35.73624,1.406949,42.538944,-4.4769373,44.244843,-5.0450845,63.208984,-4.866503,51.90167,-3.2364101,47.126453,-4.743044,61.3934
Copy of jazz18.mp3,jazz,0.36663076,0.10513606,0.11351838,0.005021461,1275.756792,1006958.825,1891.665149,1138585.869,2364.096383,5202326.327,0.02344704691,0.0003614061145,0.0999328,0.004580252,0.02122505078,0.01719744833,104.1666667,-318.88812,5835.789,182.70178,2333.8628,20.255089,870.9597,17.903095,396.7846,13.00608,245.78088,9.613531,78.17184,5.4252033,76.3475,1.4881675,61.321625,-1.7646997,48.81465,0.74023,44.470234,1.847612,51.56541,-1.6692349,49.69388,-2.1386535,49.467022,-2.60904,68.37941,-3.3343155,75.013405,-2.8848476,70.75249,0.9244652,87.28865,0.2612414,62.997467,-1.1624637,72.61784,-3.6034439,113.103836
Copy of jazz14.mp3,jazz,0.38186526,0.09912451,0.077134356,0.0025351748,3728.508426,3702416.408,3605.014356,774250.3046,7442.910149,11549741.57,0.08600710568,0.005988490046,0.06441946,0.0023059025,0.006007772849,0.02201379941,90.72580645,-264.93176,12533.065,111.00036,2886.5132,-5.656495,500.02374,65.68989,793.72876,-17.68318,363.1284,22.165657,248.48338,-5.998456,142.73593,6.725899,130.3127,-8.010056,97.65158,-1.708848,85.265274,-3.8075242,67.45207,-6.1303205,58.237823,-2.2592661,60.891876,-8.980551,79.98906,-0.62867194,60.52875,-7.213334,79.884476,-0.16986103,76.79712,-4.4604263,71.222694,-0.063517705,73.48411,-1.1826563,76.90505
Copy of jazz13.mp3,jazz,0.46876562,0.08855135,0.09381084,0.0024795148,3546.551778,3053058.172,3835.80167,967471.2987,7648.548591,12617471.25,0.06461993562,0.003091948311,0.07915948,0.0017698236,0.02739190167,0.02334847213,140.625,-261.18063,11459.756,119.10318,2357.0146,19.39396,526.10284,82.90085,1010.0464,-33.459312,375.9354,26.250797,160.41861,-6.391869,176.25807,11.8260975,197.32181,-10.384061,132.34001,1.9356303,75.3876,-0.76534677,52.115158,0.24035013,41.23846,1.930318,56.059532,-8.385098,70.79854,5.04062,71.51099,-10.508104,93.69286,6.524046,87.55475,-5.6000223,71.04049,3.709767,69.63684,-2.4683368,81.11477
Copy of jazz10.mp3,jazz,0.38763443,0.097951524,0.09707509,0.0020970094,1374.808249,1158126.723,2431.692828,1326585.994,2485.641442,8467602.419,0.0192174169,0.0002251520594,0.088280104,0.001850097,0.04750506381,0.01961680394,85.22727273,-316.6814,2961.3015,166.20743,1419.6287,34.231102,241.41917,42.184155,328.6967,5.891093,171.38135,14.500225,94.278564,6.726096,84.27856,-0.50638795,97.023994,-2.1669915,82.38354,-0.51769215,62.873817,-3.5556166,68.36686,-1.607845,73.44096,-4.7444615,98.6332,-0.1980492,107.315056,0.04985138,113.89502,1.9097893,148.75108,-0.49973962,126.477394,0.80780065,105.07276,3.2681127,86.45334,3.3494413,77.7347
Copy of jazz22.mp3,jazz,0.28597215,0.098074265,0.0670877,0.0014145058,538.1298616,23158.69614,565.012328,27419.41552,725.2460674,132857.4601,0.0156803721,2.06E-05,0.066018045,0.0013960546,0.1170954416,0.0670111082,119.6808511,-431.92462,2116.751,169.81544,1325.7211,51.233482,405.50568,-0.34892967,264.62946,7.9835076,231.54297,5.128596,293.7617,-15.825668,173.61841,-21.313593,153.02649,-14.695568,324.1923,-17.423449,345.20364,-24.625183,156.97914,-23.527866,68.06658,-18.032963,74.10607,-14.165226,88.41946,-10.150083,92.803955,-6.844079,119.59668,-7.1054144,99.122375,-7.704713,105.83961,-5.343597,99.76505,-2.7922459,88.06354
Copy of jazz21.mp3,jazz,0.37574783,0.094393186,0.13517855,0.0030688446,1147.95846,478209.8491,2037.33461,657649.1794,2007.48478,4210997.408,0.01846251639,0.0001415674741,0.121959254,0.0026865676,0.002583169045,0.03790967482,125,-276.85678,2463.3452,185.10194,929.1099,20.899187,431.51074,30.716496,331.3101,9.805085,184.02715,37.61898,178.16861,-2.328433,112.46427,-0.990978,109.80951,0.07657131,56.870712,-18.975723,57.245132,-4.0465946,60.37953,-13.164571,58.47334,-4.501124,50.42684,-7.464943,54.711113,-5.239496,50.114822,-2.831205,47.505856,-6.3857737,46.86057,1.0855612,41.468006,-2.3110094,33.66319,-3.4087906,47.74038
Copy of jazz23.mp3,jazz,0.31241447,0.10917468,0.10886023,0.0036937818,1819.317006,928652.6033,2968.453703,1687213.71,4159.649847,7902903.87,0.02092674421,0.0002252661477,0.09781622,0.0031808093,0.02247786754,0.01880077976,103.359375,-271.946,14429.061,125.648186,2737.5842,12.212721,96.64673,38.892,400.873,-3.134655,51.435814,29.639313,169.26054,-7.9010196,54.495537,11.351472,83.75509,-11.16441,52.732784,6.0672235,52.21786,-4.639265,31.690472,1.4470241,47.680485,-3.8020186,50.74694,0.0021096575,43.295574,4.060548,50.220966,-3.234328,43.507915,2.3338006,47.90377,-0.9632417,67.077286,9.653171,81.28863,-0.237761,65.70551
Copy of jazz24.mp3,jazz,0.33814508,0.10684538,0.17409939,0.010491231,891.5471807,712063.79,1622.694213,1434434.302,1507.790282,4950754.674,0.0143021449,0.0001009220109,0.14649254,0.007963218,0.02282011795,0.02441977027,119.6808511,-290.3586,12531.089,152.0245,5768.4473,38.026688,812.6159,36.98014,638.2479,9.84941,197.90993,8.719263,125.24448,0.16357982,77.90558,-2.9647183,79.95474,-5.3397474,62.391464,-3.799653,52.807434,-4.0315166,41.172043,-2.551799,38.74147,-3.9216063,45.409008,-5.681085,49.799797,-4.910547,51.327576,-3.259783,42.86149,-3.5257325,33.711945,-2.5952573,39.61643,0.49770623,62.54607,-1.758695,67.58865
Copy of jazz20.mp3,jazz,0.36711556,0.096255854,0.12765397,0.0028833016,1401.591738,742723.1034,2747.9264,1133243.035,2406.772129,7717881.609,0.01883658183,7.86E-05,0.11291854,0.0023638092,0.03433350372,0.02575743107,82.72058824,-283.51953,2698.8042,177.3973,1300.5464,42.39051,236.83083,38.0455,307.04022,0.5107778,104.674866,15.787603,80.97779,-6.2401247,77.15769,-1.3734583,120.54306,-8.576967,70.55086,3.7681909,62.938755,-6.644802,50.79159,-4.4197164,75.010635,-4.026498,84.90028,-3.5346777,87.42211,-1.9199024,68.037964,1.4420868,75.33674,-1.7874463,64.959045,-0.9384262,57.41988,-1.0904698,69.60648,1.6890622,90.934
Copy of metal1.mp3,metal,0.36243615,0.07772645,0.20885253,0.001122194,2558.172914,267866.0278,2826.264436,217204.8795,4923.978559,1109064.527,0.06098715956,0.0003436016808,0.16636077,0.0010671951,0.01526257332,0.01294683205,129.1992188,-82.847786,1928.3491,158.60161,549.3213,-59.591507,102.22251,47.167625,109.21635,-5.569277,92.04582,19.759682,102.47303,-19.493624,68.390335,15.671454,74.02208,-9.266163,73.88558,13.139636,62.536438,0.115822025,51.511295,0.6234869,42.11241,2.2933898,45.882057,6.3477793,38.01259,7.9109316,47.399635,-0.85260427,40.185524,1.873339,37.54562,-7.4048862,34.842052,6.03292,56.067936,0.1901401,74.66609
Copy of metal10.mp3,metal,0.6678749,0.0572738,0.24868539,0.018409686,2808.080838,513039.5668,2905.96895,681812.169,5653.953186,2747563.147,0.05675015414,0.0003638031435,0.19468592,0.013621073,0.02205856284,0.006272174759,95.33898305,-104.67456,6450.864,143.44673,884.33014,-56.06719,285.71545,48.5261,1568.8662,11.7576275,229.30426,17.143614,555.2344,0.3187921,76.91243,10.66943,122.34914,-0.13452071,99.598885,7.7881007,95.62309,-0.7095655,53.614456,-1.7897303,101.79857,-5.28181,41.255367,1.051121,59.61382,2.7331307,52.07162,1.408116,36.728848,-1.8571074,37.055225,-1.0988101,29.53656,-0.93825626,25.973505,-0.13136198,26.00017
Copy of metal8.mp3,metal,0.6061364,0.06672715,0.07271694,0.0014393304,3938.811668,6693720.951,4087.26651,2717327.729,8535.915051,23230381.09,0.08525307481,0.01410599104,0.055124424,0.0009633337,0.006526610945,0.003983139509,151.9990809,-238.2745,11409.722,108.86738,3085.095,-18.49891,838.3264,43.977375,339.6247,38.71947,567.4566,14.25411,336.3311,-6.1297874,137.17142,7.088799,93.5755,-4.2767878,81.38391,9.94448,55.926434,5.555554,53.249542,4.0326757,60.04206,1.5315139,38.71635,4.4868784,37.63184,-1.337772,46.212055,3.242269,33.74122,-0.15852001,36.37581,0.8572911,36.890602,-2.6243374,29.356926,-2.4277246,34.4982
Copy of metal7.mp3,metal,0.6453742,0.046525676,0.17655191,0.003101291,3793.248721,1603841.131,4089.354061,330346.7399,7912.051746,5415811.183,0.07963167659,0.003723107608,0.12023372,0.0017829894,-0.0006118780768,0.005062415473,144.2307692,-81.8296,1683.2675,121.18765,909.3963,-37.516457,129.40073,44.654217,103.25761,-2.8238761,147.29697,29.1776,73.48523,-12.509346,81.71856,21.317997,57.17568,-6.7267876,69.04286,14.263253,55.494244,-1.0826958,61.87815,12.413614,32.530323,-3.733155,40.10289,5.864724,23.113766,1.0426657,32.05639,4.598835,24.334301,-3.2413497,25.478285,1.1733499,31.250378,-3.8524728,30.652678,3.6652703,23.68689
Copy of metal6.mp3,metal,0.60197467,0.05960195,0.0947517,0.0021206096,3427.714406,629572.8383,3252.152165,201486.8504,6901.573054,1683037.162,0.07974866968,0.001452907681,0.059116684,0.00036588102,0.01657913073,0.002152794549,90.72580645,-154.93135,1389.557,133.72989,391.3858,-53.567028,103.615135,70.64576,142.57799,-10.617501,123.46968,18.8298,95.078384,-9.419322,111.99498,0.68866843,69.16395,-7.1008835,77.465805,1.851399,39.679646,0.7165347,41.2825,-9.435797,45.305923,5.4666266,31.118307,-1.7531809,34.33844,7.3673763,38.24336,-5.2860436,43.02181,-3.010087,33.044174,-9.051414,37.12953,-0.3183464,28.646515,-5.1393614,29.888432
Copy of metal3.mp3,metal,0.58172345,0.060529802,0.09885403,0.0019027903,3145.717988,2777408.324,3374.900777,1954374.357,6706.395416,14508828.24,0.07489872362,0.002647544499,0.062355842,0.00019514364,-0.004178872727,0.004961485241,109.9567819,-154.37683,3507.0005,144.118,1738.7533,-34.801464,396.72308,37.731094,219.58997,10.220418,405.0912,5.1922727,227.08223,-7.5035005,110.04143,14.416011,74.939705,1.8858883,99.121605,6.761343,77.86751,-3.136533,80.02036,3.3646612,55.46285,-6.2455006,36.01659,6.80953,45.063957,-6.945128,33.93977,-5.4632483,57.8212,-10.88626,31.028162,-2.637865,47.69207,-4.9406953,36.022087,-3.814411,38.949726
