filename,genre,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Copy of blues4.mp3,blues,0.30019796,0.114087336,0.14469123,0.0072721196,1126.176269,886069.1332,1615.865408,929871.1238,2130.895448,5047504.92,0.02278009657,0.0004016554951,0.12950285,0.0051159183,0.07150125963,0.04413437475,139.6748311,-294.459,8344.193,129.44298,1616.3556,23.655088,1903.8486,37.437916,616.5312,29.384651,279.26166,19.464191,178.69684,8.463981,134.81299,4.6051645,92.5737,-2.0651152,104.75492,1.1431326,75.055855,3.8643913,55.413216,1.6510097,73.73164,-1.1561925,89.1347,1.0592088,85.630356,6.2763786,115.43242,4.179262,190.86156,3.452106,173.48611,-0.40291008,77.55182,-1.7615759,67.41757,-2.6973267,73.97668
Copy of blues10.mp3,blues,0.36113626,0.10331269,0.110409,0.0025111954,861.7104827,102805.5686,1657.731586,305207.38,1292.975515,524063.4252,0.01529091283,2.88E-05,0.09440678,0.001448289,0.03306136821,0.01588622846,112.3471467,-305.80817,2408.233,177.29688,476.33002,28.001348,280.06952,27.968042,224.64299,12.915641,114.06879,18.188465,100.69128,12.175859,90.34445,6.4424024,71.8366,0.27064285,48.899857,-4.4930015,59.43376,-5.0316153,55.276375,-4.464348,59.167847,-4.205468,44.48726,-3.4586086,70.11834,-2.7467313,46.234463,-6.9800177,45.09239,-6.576747,50.87876,-5.80527,47.97652,-4.2164245,43.57212,-7.190184,71.14927
Copy of blues5.mp3,blues,0.4320793,0.0832388,0.15385155,0.0045336196,1619.365002,551956.8242,2558.907454,732200.5575,3266.10525,4557639.336,0.03013606116,0.0003088622696,0.12357724,0.002790085,0.07368250523,0.02572626743,120.1853198,-199.15857,6280.434,175.17436,824.0329,-6.777628,600.64185,40.293526,291.64752,9.339081,189.51431,12.633578,168.77022,-9.993764,112.6451,9.5950775,213.20578,-0.1425897,85.491974,2.079049,100.52826,-7.8418016,59.07988,-0.33225724,64.69203,-8.65117,39.89385,0.8331557,65.856445,-6.0530868,53.020836,1.0737953,42.034275,-5.0129976,41.18495,-4.371581,58.091476,-7.5287075,42.638268,-6.2466116,42.48304
Copy of blues8.mp3,blues,0.39217934,0.101961404,0.091587536,0.004948827,1088.511304,1181170.114,1373.013324,1054245.983,2123.262161,5634430.709,0.02242352276,0.0006150674182,0.07957802,0.0038223946,0.01671924923,0.0500472304,126.0480183,-346.6626,11842.058,158.90623,2417.0527,25.908478,2503.2227,28.841969,679.6594,16.100998,335.33804,13.019232,250.27965,0.270359,106.93515,0.12616222,115.569336,-2.860423,114.89,-3.1505587,131.19838,-4.3597546,105.967834,-4.345462,77.36417,-3.48335,78.82471,-6.2058797,90.1769,-6.8302937,97.91194,-9.477282,65.72779,-8.6626005,71.52292,-8.728339,59.51187,-5.421875,58.732506,-5.6920195,51.2433
Copy of blues9.mp3,blues,0.3708499,0.118610576,0.098804206,0.005693206,1152.785633,1691029.089,1480.333999,1633244.085,2185.736783,7837054.108,0.02470808944,0.001249119504,0.08938056,0.004997744,0.07667820231,0.05171149564,172.265625,-373.34167,7839.3677,118.45795,1689.462,34.83612,1467.1039,32.06414,698.807,22.125341,245.52145,14.500269,209.42497,1.0336694,284.44528,4.329385,244.76093,-2.1331873,168.15341,2.3861544,168.71744,4.3099723,118.72617,10.61069,122.07856,10.358723,128.93983,6.83498,157.74376,8.907009,215.6072,6.5093575,224.4556,1.8949058,191.96399,-3.0077672,275.37564,-1.3912642,185.7256,-3.3601804,159.16391
Copy of blues3.mp3,blues,0.32986102,0.11168869,0.19808719,0.006700792,1789.446362,1665895.693,2709.049751,1363317.353,3812.543613,13008303.84,0.02974131676,0.00079469961,0.18018544,0.005028094,0.05809322037,0.05209468662,75.99954044,-243.89754,6411.6743,138.10513,1156.0306,12.46094,1465.4814,42.30098,451.75775,27.812836,536.935,31.586143,231.19179,-4.1247883,199.47551,11.936456,121.21747,-1.2450712,109.93397,10.489245,69.786194,2.319238,64.782906,1.4477762,60.457382,-0.8307291,68.44682,-4.0827603,61.645184,0.7971568,61.618156,-2.6996202,84.34921,8.649172,142.73622,3.7591612,233.13931,10.541156,254.89546,3.3455882,231.76889
Copy of blues7.mp3,blues,0.39215875,0.08406938,0.101641156,0.0028232823,1393.873909,257635.9232,1340.67438,78238.70094,2827.824567,864235.6025,0.05574418295,0.0009490694818,0.087027475,0.0017452145,0.05032369076,0.05305062821,129.1992188,-275.95892,5203.286,206.15596,1023.554,-45.487465,1225.0035,23.703905,360.08704,48.250664,181.49194,-6.9993076,205.11745,1.5167786,49.34487,12.074596,83.42518,-7.4026084,89.77753,-7.6773367,56.53812,2.6587324,59.36721,-7.262251,41.753796,-5.8406415,75.79007,-0.5417542,71.89714,-15.456953,71.68874,-16.539358,61.829807,-3.489429,66.67233,,114.36529,-2.51595,129.26547,-5.1683655,103.8458
Copy of blues6.mp3,blues,0.4050252,0.100114666,0.31219175,0.011932254,1294.383887,551341.7387,1928.811724,733400.5406,2615.06752,3242108.417,0.02208225498,0.0002391838266,0.27761403,0.011989131,0.04741087226,0.02274913902,166.7086694,-161.90813,4155.8555,188.90295,1055.6373,-10.175333,914.2629,30.61663,304.368,19.687946,419.04507,8.873762,171.37537,2.6103241,78.717804,4.1588545,81.60233,-5.615876,74.379005,0.2845832,57.77567,5.9480925,55.88824,-1.6759821,51.758816,-5.949458,41.178635,0.6826125,34.101906,-0.40708154,32.054485,-10.112813,31.252192,-4.4359293,30.624208,5.725892,36.741875,-0.16864552,35.839394,-6.273702,31.380512
Copy of blues2.mp3,blues,0.37294966,0.100634515,0.109652184,0.00324757,2297.297633,1710036.852,2916.616554,914600.1128,4937.995141,8584007.409,0.04230718937,0.001492650662,0.093828976,0.002255603,-0.04400691268,0.02948649071,156.6051136,-251.59116,6433.8203,119.39358,1157.8239,-11.783428,592.82227,53.03159,276.27048,13.106463,370.69748,32.80688,149.09717,8.521625,217.7502,19.85357,110.71474,2.6260052,112.41723,1.1952362,113.87674,0.803351,108.22776,6.6231823,137.17209,-4.0025115,172.84996,-1.5190825,140.16113,0.5462198,91.571556,-2.596214,157.04564,-4.016453,208.73848,-9.081863,111.549225,-4.874921,121.1116,-12.078151,98.189545
Copy of blues1.mp3,blues,0.33408654,0.11213457,0.17471455,0.0054062945,1584.488632,1023861.582,2449.226082,1807532.44,3323.304904,9784577.511,0.02815364684,0.0003346810904,0.15054952,0.004131721,0.03969350642,0.0283012057,161.4990234,-241.2906,7118.762,156.98785,1271.3394,16.10556,1556.391,29.827309,423.0922,22.895744,300.8001,19.914503,206.03749,-1.4976176,186.99742,11.937045,181.95409,-5.746182,146.87315,9.025982,180.76927,-0.0014223979,155.88522,4.7685995,112.0868,-3.128427,117.496544,-2.5521379,118.59155,-1.4329311,106.58181,-6.752781,85.630356,0.85549825,136.14185,-2.5976357,156.25702,0.2635346,95.76153,-1.8652076,110.48839
Copy of classical1.mp3,classical,0.3435033,0.105327725,0.027307132,0.0015237442,952.4376344,468848.6047,1518.73798,826099.4912,1674.748206,2847140.65,0.01783095794,0.0002212534731,0.022884091,0.0008560943,0.05319968814,0.0206588066,161.4990234,-441.18008,12401.729,117.25544,4325.4497,23.243494,1382.3684,17.055376,462.7782,12.249423,222.77136,1.3364072,154.66345,-3.8255856,144.78052,-1.3651385,95.901146,-3.0865464,112.60809,-4.5526476,102.52468,-4.607154,73.26387,-7.3302913,75.92481,-8.571706,71.669945,-7.944001,52.384815,-6.9757075,41.94599,-5.2820396,32.371,-2.8983967,28.663687,-3.52133,26.450024,-3.3981636,26.514025,-4.637919,29.581158
Copy of classical2.mp3,classical,0.29191208,0.098296784,0.05915464,0.0012418105,817.1848437,438070.1866,1397.025215,780323.7673,1381.658312,2198408.749,0.01637499546,0.0002484058312,0.056838255,0.0011855795,-0.0002947017198,0.05414805547,139.6748311,-380.27396,7057.107,147.54346,3946.8486,24.912968,464.73694,12.606923,210.51926,15.590541,177.0065,15.710965,114.60797,6.2859497,64.943634,3.7990882,67.40516,-4.2811027,70.00011,-8.612403,101.228065,-7.3959274,72.96238,-9.121664,59.84434,-11.573987,75.6206,-12.151343,76.815155,-5.6513333,69.63422,-2.7512612,60.441097,-7.905556,74.00694,-10.315043,88.046135,-5.637554,54.85371,-2.1257517,59.895573
Copy of classical7.mp3,classical,0.283462,0.09785383,0.041030627,0.0011878196,785.7094268,205779.172,1106.329403,368267.5844,1225.425923,962485.0144,0.02139102711,0.0001581301592,0.039096188,0.0011374926,0.0466339831,0.03248750759,103.359375,-403.85904,5251.4517,147.91373,2934.8672,33.55852,625.60785,12.165103,164.30063,10.95878,116.519806,5.273923,74.4216,-3.3667548,68.98278,-5.776581,55.87223,-5.433782,64.01617,-11.673517,106.9583,-11.433417,124.23931,-9.108757,138.39459,-7.151677,130.70763,-6.3466735,102.627815,-8.938109,102.759796,-10.8612795,143.1713,-10.407921,97.21968,-4.725825,55.587208,-0.5956755,52.623184,0.30954987,52.28187
Copy of classical18.mp3,classical,0.31424633,0.100148484,0.03843926,0.0004466571,563.2018527,22895.61982,743.0210888,89060.94404,884.5113181,52185.55082,0.01742034062,3.74E-05,0.035764515,0.00043186813,0.01924240168,0.02938659129,139.6748311,-423.58945,1750.8677,182.95605,765.4777,60.45165,474.26355,8.888314,154.74767,3.6789136,78.81864,1.25912,51.827763,-2.8264549,65.40429,-1.3180513,52.731583,5.6801753,56.84006,7.009167,58.13362,3.0690777,56.79641,0.9854773,40.622715,-3.2758324,63.616745,-8.575435,64.6701,-8.337147,45.526016,-6.2901764,50.0619,-4.90722,62.88979,-4.043797,85.426994,-5.335528,76.53408,-4.7866383,74.677315
Copy of classical6.mp3,classical,0.47232985,0.10245129,0.017697625,0.00032471414,1802.127218,1788928.792,2499.956188,2414342.688,4418.123284,16170652.44,0.03270766314,0.0004062019119,0.016217662,0.00027388395,0.06469666409,0.02229642338,120.1853198,-526.5924,9124.153,151.19218,5102.712,44.80099,376.03934,16.850502,172.94865,7.057822,66.80317,10.29029,56.837837,4.0073323,67.312805,1.5255078,72.08406,1.2071089,56.640553,-2.0392432,54.628433,-0.89750516,47.78891,-3.5223377,56.290253,-2.3017473,58.006065,-1.040351,40.58882,-2.0381362,31.745121,-2.615703,39.272045,-4.0595303,39.461277,-3.9136596,41.461426,-3.6083124,31.09323,-2.4310362,28.201796
Copy of classical5.mp3,classical,0.4168574,0.09483317,0.03354444,0.00019170094,596.3448991,52113.1375,871.0128209,97370.53548,997.9106324,219886.0882,0.01461480203,4.16E-05,0.031746205,0.00017364435,0.01952015983,0.04738190542,107.6660156,-441.9135,1783.3036,194.1271,526.45416,43.829224,560.59015,10.928971,185.0623,8.379472,93.34538,2.2711744,91.81001,8.148756,90.07356,12.379792,61.778976,5.306534,39.392937,-7.1440845,43.224808,-7.789078,64.29548,-4.1652913,51.561283,-5.554915,57.562637,-10.943776,56.43721,-18.211945,42.010494,-14.000848,47.28646,-7.553579,40.063023,-9.345904,41.043278,-5.8906727,47.764744,-2.578202,56.897583
Copy of classical8.mp3,classical,0.33132976,0.09243308,0.030477362,0.00041389946,2091.390275,1288776.048,3085.835842,693075.3556,4031.82562,9217614.093,0.03995516278,0.000738082075,0.027954314,0.00035825282,0.0630710633,0.02833597118,114.84375,-369.26,3752.9775,156.56529,1644.3496,12.07945,336.23788,22.821194,169.13141,-7.7624087,80.002235,17.284134,51.421234,-11.103256,62.5035,6.2795086,62.63973,-10.368164,80.74025,6.734349,48.568775,-3.9591072,56.55417,4.0819488,60.13489,1.516535,52.628723,2.3471146,81.49272,-0.7240027,87.92081,-2.717412,73.47801,-2.9135742,82.18312,-10.7364025,89.27772,-5.075103,82.37954,-8.096928,75.62976
Copy of classical9.mp3,classical,0.33089548,0.09878083,0.077687174,0.0025838946,777.6714888,146925.8708,1135.973839,392021.9752,1290.633862,1102957.5,0.0208876288,4.29E-05,0.07291192,0.0023308685,0.04131445101,0.02844915305,132.5120192,-342.31622,4263.031,183.40382,1763.512,43.496464,849.8586,3.0253098,283.60623,10.957316,123.37236,8.430191,67.948326,-4.749749,76.65103,-7.718771,57.134186,-7.2818575,65.25957,-9.342143,49.0596,-9.43796,48.414753,-5.1765776,54.887093,-1.7858849,44.909813,-1.2092665,52.93446,-2.104336,65.30281,-2.7764344,50.76209,-2.393621,43.034527,-5.0006313,37.826923,-7.741065,51.89692,-6.3474,66.6379
Copy of classical4.mp3,classical,0.28928065,0.09923005,0.04033979,0.0011545675,530.9412647,40254.72061,742.7517581,90962.23186,768.053689,189581.9777,0.01711044075,3.50E-05,0.037561115,0.0010341353,0.02270952357,0.03353789228,114.84375,-428.75223,3476.3994,154.42091,2014.1947,65.08989,554.4651,23.125698,375.8661,16.062542,86.20819,8.594582,52.876686,-0.29663375,66.64486,-3.8955803,57.962708,-4.151625,58.386112,-4.885724,65.73372,-6.6279125,53.308655,-7.4062023,45.91324,-6.5866647,43.41724,-5.4592876,59.464535,-4.2911696,75.50628,-3.0560968,93.28674,-2.7188158,114.840195,-2.642471,111.03623,-0.9150249,119.38046,2.0469546,122.05113
Copy of classical3.mp3,classical,0.32272768,0.09889545,0.04959668,0.00056447653,681.3925168,60093.60661,1031.31055,157721.4369,1055.318619,187294.8109,0.01756508653,5.33E-05,0.046010125,0.00053497957,0.027263215,0.01762944509,123.046875,-388.7769,3230.8901,189.95589,1972.0254,31.766197,422.0801,4.732913,138.97371,11.383936,93.55839,5.1014395,84.83806,2.5784738,66.01992,-0.5525814,66.75683,-6.319316,59.82895,-9.334752,48.7933,-10.212776,50.52598,-8.627579,54.248257,-5.5847335,54.937305,-5.4070654,85.0395,-4.103096,60.549755,-5.250597,54.671005,-8.162975,58.88211,-6.2378592,66.99509,-6.675088,64.06984,-7.566046,68.85604
Copy of classical10.mp3,classical,0.41258794,0.10026529,0.021907762,0.0003152127,1317.255289,414618.5236,1815.743224,350801.1225,2635.677639,4077553.42,0.0354053359,0.0003458694618,0.019978737,0.00026059177,0.03602909251,0.03134107765,107.1428571,-419.67267,6363.6387,160.80544,1718.0248,8.596783,467.1008,25.85497,118.537704,-7.1494703,111.31189,12.510971,58.845665,-3.4116344,47.766197,1.697758,38.713676,0.9200353,41.308975,-3.6002347,49.71664,6.9185357,71.254944,-3.1554072,52.354,0.5869518,50.875755,-4.7543006,73.84537,-2.0475013,74.32869,-5.689387,100.75964,-6.818856,68.59408,-4.695413,62.762634,-4.9931974,50.588535,-0.633465,51.981594
Copy of classical14.mp3,classical,0.17454165,0.08108108,0.021450464,0.0009987117,620.439134,396313.0525,853.6936548,761985.7383,1071.960185,2236969.542,0.01603977451,0.0002201748004,0.02023806,0.0008826284,0.04446672124,0.04466499514,103.359375,-492.28235,8142.316,88.61167,6361.197,32.187405,1138.362,8.971392,359.42303,3.6976836,90.50862,-0.71211946,51.83577,-4.263829,51.71473,-5.305428,48.39894,-5.6063623,46.776295,-6.471781,58.85278,-7.6673083,84.827965,-7.510984,90.66716,-6.004736,90.3853,-4.884498,95.21628,-4.1047153,86.54991,-2.4928167,72.46203,-0.41479298,55.493904,0.72594976,46.62464,1.4607131,45.594597,1.6577051,29.023432
Copy of classical17.mp3,classical,0.27331406,0.09534442,0.07986307,0.0027676823,530.5028802,161369.7526,702.2023984,248291.4672,803.1951432,753027.8819,0.01638293192,0.0001225597854,0.07593416,0.0025328677,-0.001072302301,0.05945625769,172.265625,-386.92517,5981.698,151.21068,4857.1465,50.525936,1048.576,15.0600605,275.78076,12.835113,121.94484,5.6830115,75.254234,-3.2515244,68.73707,-6.905001,64.41635,-8.405327,69.41458,-11.346145,81.67183,-13.050905,82.64167,-12.827546,74.719894,-9.369307,81.76786,-3.296742,54.244614,0.20889221,51.845623,-1.4398322,69.56023,-5.127299,93.376236,-6.4182105,118.98007,-6.2903414,91.773994,-6.7480726,68.64517
Copy of classical12.mp3,classical,0.29791325,0.095186956,0.039594814,0.0022180749,677.4374315,120876.2867,893.7197554,212533.8159,1140.359771,590433.5372,0.01705186212,9.74E-05,0.037504844,0.0021549226,0.0106171812,0.0503138148,114.84375,-399.09705,5410.849,137.10017,3205.6594,34.3285,836.0476,9.734632,149.32275,10.563362,102.509346,-0.087872535,69.25905,-5.804516,63.388195,-5.781938,60.398365,-5.3668747,68.09473,-5.429819,61.71032,-7.3564954,58.29947,-10.146189,62.246452,-11.08906,61.53738,-11.38933,61.443874,-11.040678,80.00833,-7.1832013,64.04229,-2.6905532,75.696526,-1.3917878,102.969536,-1.7258278,79.71042,-3.285552,71.598175
Copy of classical15.mp3,classical,0.3186818,0.106533594,0.052176166,0.0015881096,527.342732,29516.93241,737.851615,207707.8757,779.0952889,92704.76663,0.01676822816,3.41E-05,0.04950063,0.0014688348,0.01357646972,0.03072497892,132.5120192,-409.18924,2813.7236,155.80049,1822.5972,71.388306,403.55627,24.789467,288.23715,8.893175,114.211266,-2.1908853,68.73626,-7.8725414,61.923836,-5.533113,66.35071,-0.6012071,46.251377,1.9468304,39.33118,-0.32383677,57.371,-5.579874,58.20138,-10.378172,52.418102,-13.494966,64.15447,-13.8607,61.828674,-9.619802,51.606117,-2.3586805,71.95518,3.727238,72.16886,6.452506,78.64441,5.965377,87.71904
Copy of classical13.mp3,classical,0.30532,0.09377521,0.06270299,0.0011904334,845.6224819,142388.8147,1071.72614,223284.8705,1319.542021,1202412.222,0.02613873083,6.30E-05,0.056861736,0.0010150189,0.01029113719,0.03237884015,135.9991776,-358.61584,2404.3757,200.77414,1193.2146,34.721397,393.67163,0.47018424,167.39595,4.0602484,67.256165,-4.340884,59.38944,-9.946571,73.134605,-10.469851,57.31784,-6.645514,62.155743,-7.220515,52.69768,-5.7340226,69.32811,-0.3299191,64.5174,2.2083745,56.640167,0.21693815,67.29121,-3.8139331,65.48789,-4.558946,71.55983,-4.802449,96.22672,-5.0744085,99.951416,-6.4496813,97.13492,-8.3682165,77.62357
Copy of classical11.mp3,classical,0.26257217,0.09943474,0.08640663,0.0070908526,894.804683,682477.0128,1475.263409,982713.6407,1463.132819,4454839.276,0.02099590479,0.0002983602761,0.08328984,0.0069193183,0.06126171095,0.06119093813,112.3471467,-370.9619,7040.4116,128.57559,4496.921,40.36084,820.1647,17.128838,217.04143,14.295218,132.25566,11.181125,86.43559,3.2748759,62.983746,-2.3239882,56.14909,-7.1973805,82.66113,-8.459804,74.713936,-8.466219,70.145805,-8.21805,88.43064,-6.2096887,92.72555,-4.0844355,92.95618,-0.51851565,88.885765,1.476098,101.04613,-1.2682313,113.023605,-5.934319,119.38471,-6.126278,90.473175,-4.697941,79.523
Copy of classical16.mp3,classical,0.32082042,0.097212024,0.09270917,0.0029697877,1150.786122,323977.2467,2001.220931,394844.8882,1699.106392,2907038.655,0.02435019289,0.0002041331559,0.08766955,0.0028960495,0.05397974505,0.02070510192,132.5120192,-302.62772,2179.758,186.98578,953.88495,25.375069,281.9896,5.2436404,85.75963,1.6210511,49.664505,-1.6740878,56.16641,-16.928896,65.402275,-5.024993,38.14701,-2.2395272,48.484676,-2.2505918,37.26339,-5.6325297,44.21052,-6.839837,67.1691,-4.651402,56.673664,-3.680232,55.981045,-9.707421,64.18982,-14.427776,64.23792,-7.0649505,60.802376,-8.1079,50.006374,-6.3562593,45.177536,-7.397451,45.44755
Copy of country7.mp3,country,0.35428876,0.09921614,0.112144955,0.0070874374,1839.78875,1383954.524,2054.995821,1411161.751,3647.819609,5798205.949,0.05172436599,0.001577776548,0.0814764,0.0037589576,0.02070665192,0.008173397742,95.703125,-252.67552,26687.758,123.395996,4696.1655,-28.439526,834.61694,36.960007,938.2231,3.2328687,261.18576,12.238585,157.24857,-9.242002,126.51746,6.344427,167.04654,0.16045679,91.59426,1.8429792,70.724915,2.116029,126.07833,0.81440383,50.073284,1.2717037,62.12194,-2.8961132,54.417248,0.5975163,56.985622,-0.9004613,41.898323,0.7325919,37.4931,-0.8883176,36.702538,2.308918,42.19518,-2.2771575,51.828506
Copy of country11.mp3,country,0.4812421,0.07574881,0.13519193,0.0056518777,2228.302293,2362353.431,2590.655285,1102822.08,4366.43193,8324677.046,0.06124792896,0.005341168466,0.098971836,0.001993276,0.003419197597,0.01394416663,117.4538352,-195.83104,10224.927,161.02155,3389.4648,-25.010054,478.15973,16.26247,326.40155,18.160992,505.62558,5.2074037,307.4103,-13.332077,168.23726,14.408764,141.5882,-7.1914086,108.75897,9.968909,137.71667,4.2507534,118.2066,-2.124591,90.533005,-6.3972178,103.542366,-2.7099094,56.788113,-1.717315,56.13794,-2.953433,45.813164,-3.5233033,52.043278,-6.535306,36.763794,2.3607564,35.175545,-7.610048,40.354923
Copy of country5.mp3,country,0.3653626,0.093370534,0.13948715,0.0034513082,1728.587942,652327.7247,2010.700873,855647.063,3310.24665,3067296.193,0.04988707551,0.0006857457576,0.11761912,0.0024807174,0.01912108445,0.01944899786,84.72079918,-224.67555,9692.823,173.01512,1837.6005,-28.714838,1219.2339,32.061756,987.8469,19.68707,336.223,25.880974,430.10352,-16.20086,207.77182,-4.0459285,202.4806,-0.8680314,130.34262,5.5628295,147.22597,-3.5390384,63.503143,-5.4268937,75.67668,-0.7687355,79.888565,-1.4597408,66.98858,-1.0042638,87.266785,-7.916776,70.893814,1.6476514,83.90055,-2.1020432,72.12696,-3.0531077,73.09417,-11.181237,61.403366
Copy of country6.mp3,country,0.4535647,0.095881894,0.08803446,0.0030459757,2449.265769,2180920.66,3124.1422,2475641.027,5970.830562,13089622.05,0.04272366456,0.001739861795,0.06359769,0.0015272765,0.01124809785,0.009231601291,143.5546875,-253.18799,26520.057,112.64426,3223.3728,-9.333358,349.90414,43.642715,573.8814,0.7189109,174.62318,33.158474,357.6918,-17.236038,163.3666,16.583166,131.5881,-11.8426,132.87515,9.531308,98.5967,0.016637182,72.05904,-0.19196743,55.6179,-3.2230039,48.91746,0.9139713,38.00745,1.634026,43.5442,-6.621754,43.7246,-0.3965866,32.624123,-3.7162776,31.184507,3.8052218,28.030548,-6.067706,33.385174
Copy of country2.mp3,country,0.5071575,0.0741917,0.2024612,0.009670182,2112.088516,1769621.12,2455.022655,1036959.017,4400.323392,7198705.159,0.04604091585,0.002550877652,0.1567255,0.0056462865,0.008770082358,0.01109359,139.6748311,-166.04083,8787.321,153.73613,2631.2043,-22.287605,456.92593,38.67478,679.25415,3.881362,601.1748,16.59312,293.77768,6.478864,161.23582,11.159163,129.65974,1.5109475,143.29657,4.6162834,112.21348,-4.6769967,80.87284,1.4680473,79.765884,-2.2795289,70.508644,-1.6863688,80.15429,2.2353852,59.487858,1.348336,44.037292,2.2645502,43.751972,-2.3975952,52.559895,2.7532816,72.13159,-4.194544,78.65362
Copy of country3.mp3,country,0.49397516,0.07246451,0.2628796,0.008070289,2134.405342,462775.8357,2260.283139,357800.8199,4368.065254,1793849.034,0.06003572919,0.0007747590112,0.17364264,0.0027317451,0.01902609832,0.003822304166,143.5546875,-93.13163,6136.152,178.12401,1470.1509,-59.613716,441.32294,46.118813,185.14532,1.6740361,281.74927,1.4829968,259.74094,-0.6552474,152.29654,5.01279,115.250336,-1.8847135,76.487946,-0.6184319,63.641247,6.785469,52.94523,-2.3380847,61.144688,1.3170828,56.14273,2.4189444,51.64518,3.6343117,63.45084,0.7110508,54.856194,-2.7313967,35.47436,-1.4797364,34.45937,3.2297091,35.07131,-2.1524546,33.168064
Copy of country9.mp3,country,0.49756294,0.07370718,0.20289996,0.007827948,3077.67794,1414466.821,3311.891313,667315.435,6363.844852,7726982.54,0.07741600958,0.001971305344,0.14866291,0.0041273297,0.04012057167,0.004615010301,161.4990234,-101.86506,5521.7437,130.28241,1104.4825,-37.792923,328.50974,41.44885,346.2012,-5.7939477,322.5364,33.686504,121.379036,-12.292302,164.67813,17.094618,100.475914,-7.700534,147.28096,14.5267725,66.97057,0.62833124,85.08329,4.9321876,52.30384,2.972045,58.28655,1.1675695,39.329567,3.9540145,39.425518,-1.5260942,37.191975,3.8779013,35.382328,-5.0074368,35.324978,3.5309424,28.284763,-5.0221543,44.672417
Copy of country1.mp3,country,0.44381878,0.076054275,0.21722573,0.0072002956,2667.65904,2656943.2,3058.169815,2580616.803,5954.613993,16808504.87,0.06065590684,0.001678856364,0.1797636,0.0053550173,0.03952912817,0.0266063065,161.4990234,-115.265144,8472.745,161.29494,2246.6338,-16.07684,365.05457,22.908262,929.82306,-6.903876,445.88342,18.436647,162.55984,-9.74224,111.0639,17.920795,184.46564,-8.328363,113.179855,11.136364,170.8931,-4.8408504,85.18128,5.3954415,79.63874,-7.8862953,49.706047,2.2168167,89.259544,-3.7861633,78.39279,-2.462245,62.815403,-2.3022485,46.122868,-1.521859,49.10616,-0.08317399,50.474876,2.4869251,52.46324
Copy of country8.mp3,country,0.50729907,0.06897692,0.13079974,0.0024754861,2033.617235,565694.3173,2536.450696,441714.0166,4060.142116,3336584.97,0.0482066246,0.0005481288024,0.09219308,0.0011585396,0.008963815738,0.004207350196,90.66611842,-162.61308,3050.1804,173.68948,785.8246,-33.189774,443.03653,38.638546,278.9356,-4.407011,259.5577,23.91864,96.79196,-9.929651,105.91687,4.6528964,88.51713,-0.7943758,108.98638,6.543398,60.03036,1.8346492,52.21944,1.2256011,47.071724,3.0090282,40.186344,-0.2446704,32.926575,-0.61282486,37.29248,-5.9789915,31.89574,-0.578847,28.225008,-4.145011,37.879196,0.6247897,26.349216,-2.7598488,35.46823
Copy of country4.mp3,country,0.53040093,0.072788246,0.17748153,0.008386408,1510.673337,622212.9982,1718.048446,623711.0715,2969.115379,2890784.91,0.03841000961,0.0005729763828,0.14353889,0.0053006783,0.01202417751,0.04388103883,105.46875,-198.22203,10767.167,180.36111,1732.5135,-32.966106,1839.5991,22.188808,750.8494,13.6815815,402.08295,18.642054,225.35178,10.966639,100.06898,5.601478,107.63647,5.807007,74.81356,8.124146,88.77773,4.5529833,74.35818,-1.0835898,59.362442,4.3591766,55.807972,3.2025232,58.564533,0.31231707,51.72897,-0.594765,36.90825,-2.053272,33.823128,-2.6255174,33.725315,0.33977875,35.91972,1.4736547,32.00894
Copy of country10.mp3,country,0.34214085,0.106579594,0.061599076,0.0023730986,536.1657271,583862.718,715.291326,523664.0649,984.7273788,2539329.35,0.0142330961,0.0006775348861,0.054905523,0.0019517452,0.07260257851,0.04657674829,69.83741554,-454.9341,13048.232,150.34183,9637.542,34.01613,1134.6084,12.481372,273.09445,23.05698,299.03036,17.217907,160.3626,3.1381931,79.114784,1.0105116,36.98234,3.2529743,41.539444,2.9567266,49.2942,4.81761,48.975685,1.5421008,55.433254,-2.957816,45.611008,-2.989945,37.592896,-2.5069854,44.82351,-2.9521446,47.324787,0.020078085,32.89629,2.41851,49.787804,-3.5353253,36.335472,-6.0782866,66.86108
