-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-36.9451,-38.0232,-41.117,-45.1664,-48.0675,-50.5729,-51.8761,-53.8974,-55.2415,-55.3849,-59.3558,-62.489,-68.3525,-78.5008,-73.9687,-67.1124,-64.2856,-61.8467,-61.1686,-61.2482,-61.6179,-63.5339,-68.394,-72.3474,-71.1064,-66.9483,-65.0604,-67.1855,-72.9831,-71.4676,-66.966,-68.2702,-74.6278,-68.9103,-69.1838,-74.516,-70.3406,-74.2768,-71.765,-77.3945
-27.8603,-55.8249,-74.2532,-76.9091,-82.7513,-84.5394,-88.9237,-83.7158,-84.8008,-58.6466,-59.1154,-87.5053,-89.3565,-89.1592,-63.0744,-62.4072,-91.5826,-93.9408,-65.1486,-70.0902,-80.2811,-70.4189,-92.7095,-71.1967,-77.7477,-69.7628,-73.9321,-72.4862,-74.8013,-77.7625,-75.1936,-73.7588,-74.7109,-77.8136,-76.1092,-75.1303,-77.0178,-77.006,-75.2079,-77.4955
-28.0912,-68.9004,-74.3092,-77.5325,-75.3815,-78.1587,-80.7371,-80.6981,-78.5022,-48.7427,-49.656,-84.0227,-79.8104,-84.8346,-54.9714,-54.3643,-84.5742,-86.5179,-56.7124,-61.4951,-69.7274,-58.8771,-85.2465,-60.9962,-68.1541,-61.2675,-66.1919,-64.7074,-64.1205,-65.9947,-65.7525,-65.709,-66.1636,-66.8079,-66.5329,-66.5959,-66.9932,-67.256,-66.2995,-66.9864
-47.9428,-49.1811,-57.7543,-65.3845,-68.9847,-67.5705,-66.5581,-69.1573,-66.874,-41.2649,-42.166,-73.3286,-73.3509,-70.5962,-47.714,-47.1236,-78.9551,-79.9998,-49.452,-54.2196,-61.7757,-50.8802,-78.3736,-53.1456,-60.2382,-53.9038,-58.6739,-57.176,-56.4014,-58.0221,-57.5886,-58.02,-58.6281,-59.2231,-58.8784,-59.1936,-59.2588,-59.1649,-58.759,-59.0517
-40.0323,-46.0541,-46.8839,-50.7818,-52.2984,-52.0731,-52.18,-64.7924,-57.6094,-36.0133,-36.8494,-64.4888,-67.0014,-61.0839,-42.2658,-41.7937,-72.417,-70.6178,-43.5081,-48.2153,-56.0699,-45.3691,-69.715,-47.5745,-54.2801,-47.6319,-53.0398,-51.5054,-50.4329,-52.0956,-51.0365,-52.633,-52.6056,-52.9067,-52.6914,-53.4002,-53.6758,-53.0873,-50.964,-53.6137
-21.0216,-30.2042,-29.6106,-36.2611,-42.9276,-43.1604,-48.6996,-48.867,-46.439,-32.1634,-32.8619,-53.5443,-54.6681,-52.6846,-39.5326,-39.114,-60.0191,-57.1888,-40.5769,-44.8616,-51.9952,-42.8472,-54.7969,-44.2932,-48.4386,-43.9869,-47.9652,-48.1492,-44.1211,-43.4688,-42.519,-47.0312,-46.0043,-49.0197,-49.6514,-48.8962,-47.5773,-45.0597,-38.211,-45.5748
-7.81607,-19.8245,-21.4945,-25.9724,-25.8407,-25.3486,-30.0632,-35.0167,-33.5368,-33.1883,-36.2988,-42.0814,-40.1081,-41.8174,-42.8942,-45.4204,-46.8053,-45.6456,-41.7493,-43.6582,-46.3165,-41.2676,-42.5068,-41.7447,-37.3925,-37.2694,-38.7234,-40.7018,-35.9526,-30.2571,-28.9345,-34.8753,-36.1461,-36.0411,-38.4733,-37.8795,-38.5419,-33.2805,-27.1191,-36.5168
-2.15836,-1.34907,-3.72173,-10.8218,-18.0711,-13.8916,-16.1161,-18.5037,-19.7471,-14.5608,-15.9827,-30.1588,-35.2179,-38.3174,-22.9529,-22.8406,-35.5197,-31.2441,-24.1449,-26.9594,-28.9042,-26.8404,-32.5328,-24.5986,-26.417,-23.6358,-24.0963,-27.4655,-23.244,-16.1735,-15.0148,-23.4959,-24.2446,-24.3817,-24.5967,-26.7731,-25.0514,-21.2845,-15.1463,-21.8536
10.6583,7.34399,8.89192,0.530733,-10.9332,-18.6053,-16.6418,-14.057,-13.9387,-14.4726,-15.5928,-17.8338,-22.5126,-29.159,-29.8643,-28.3791,-26.6437,-27.4509,-22.0985,-21.2514,-26.6109,-23.2864,-21.9031,-24.8428,-21.5946,-18.9584,-19.6541,-22.9466,-18.2761,-11.2957,-9.82831,-16.9263,-17.558,-16.6938,-18.9061,-19.4491,-19.6415,-14.9016,-6.8031,-14.2303
6.67057,-0.269082,3.14988,-1.76544,-5.54125,-11.3622,-10.0987,-11.2093,-14.1968,-18.6892,-20.6941,-21.9384,-22.3366,-23.0401,-24.2928,-21.013,-22.7729,-24.8306,-21.8275,-23.3175,-23.3561,-22.1371,-19.8267,-24.705,-18.0495,-18.272,-19.7059,-18.1568,-15.539,-10.265,-9.99666,-14.9238,-14.0007,-16.1505,-18.9251,-16.5671,-15.7539,-12.309,-5.42398,-14.4117
14.016,5.48366,4.42589,-5.29805,-6.94744,-10.4672,-12.4057,-10.6459,-16.5362,-16.2384,-19.4217,-19.8079,-23.9228,-23.2108,-24.5671,-25.0488,-26.7706,-24.3456,-20.9518,-21.7746,-22.1717,-21.2032,-22.4068,-23.7774,-16.6313,-17.3886,-17.2845,-19.6429,-17.0022,-9.82069,-9.07176,-14.015,-14.7076,-16.9314,-18.1941,-17.7344,-16.2908,-12.9051,-4.39262,-12.8964
9.07341,3.08606,4.33289,4.76757,-3.9169,-1.74714,-3.80171,-9.87133,-13.7012,-13.2798,-17.3433,-22.5665,-21.9786,-24.2297,-21.874,-20.7272,-25.1251,-24.3178,-21.2589,-21.3415,-24.3747,-22.9285,-19.0383,-23.3194,-21.9293,-18.5924,-20.0296,-19.8564,-15.0281,-9.30471,-7.70154,-13.4786,-17.0001,-16.3059,-17.4399,-16.973,-18.4979,-12.4389,-4.66233,-12.7323
12.6093,10.1684,4.63442,-7.53913,-4.28495,-2.78625,-3.60812,-9.31471,-8.94634,-19.5758,-19.8375,-21.6949,-23.4447,-21.8321,-25.9178,-29.2583,-25.9488,-23.5022,-23.0757,-23.9492,-23.2519,-21.6681,-19.2361,-24.1175,-19.7068,-18.8184,-20.1803,-18.5582,-13.9634,-9.14851,-9.15546,-13.2255,-13.8675,-16.2643,-18.1417,-17.0221,-17.1841,-13.5967,-5.29523,-13.3778
16.9026,13.1788,0.286561,-0.893531,-8.61304,-14.0612,-10.0545,-11.1581,-13.8478,-13.1613,-19.8237,-18.7656,-21.0148,-20.2428,-25.6527,-27.2821,-21.138,-22.5153,-21.9282,-20.1374,-21.2335,-22.6679,-21.0752,-23.3317,-18.3521,-16.6278,-17.4155,-17.6662,-13.8203,-8.12827,-7.18354,-14.2137,-13.7146,-18.0025,-18.0334,-17.0385,-15.5325,-11.9572,-4.86393,-12.9539
18.5557,15.1485,2.575,-2.62911,-6.2358,-5.80993,-4.06007,-8.82172,-10.7618,-15.1308,-20.886,-24.994,-26.0029,-24.9332,-23.8359,-26.2618,-21.6356,-22.8396,-21.8514,-24.3997,-22.815,-20.5997,-19.9107,-21.2031,-19.6203,-17.3851,-18.3212,-19.18,-14.3204,-9.87392,-11.0496,-15.9357,-14.4202,-16.7609,-17.3697,-18.5958,-16.6208,-12.8447,-5.68489,-14.5145
20.2865,15.3102,1.2698,-1.06933,-6.15786,-5.80451,-7.45613,-11.6599,-16.3358,-14.3296,-14.4902,-20.3491,-25.5699,-24.7406,-23.4428,-22.7699,-23.5483,-23.3806,-21.6819,-22.2958,-23.3255,-22.8302,-21.4637,-20.8048,-17.8603,-16.9778,-16.8596,-20.4594,-16.5569,-9.56003,-10.0167,-14.5561,-13.2254,-16.2444,-17.0022,-17.355,-16.0914,-12.546,-5.21847,-13.5496
11.507,7.61029,-1.05275,-1.00055,-9.14388,-6.9721,-4.92471,-11.1012,-18.8532,-15.1397,-18.02,-19.0874,-19.6989,-20.6752,-22.3354,-21.8235,-22.7561,-20.3519,-22.7517,-22.0223,-23.4395,-22.5743,-24.4121,-23.4867,-18.8892,-16.7998,-18.9557,-18.2805,-17.6683,-10.4303,-7.70718,-14.5215,-14.7107,-17.3184,-18.3874,-19.6157,-17.3479,-13.0017,-4.67585,-13.7413
12.9918,8.84824,2.01041,-3.03071,-6.15278,-8.95931,-7.7112,-9.25978,-11.9947,-8.71657,-18.672,-20.5656,-22.0113,-25.239,-25.0784,-25.1135,-22.4639,-24.9049,-19.2151,-22.7169,-23.2008,-22.4787,-20.6763,-21.7438,-18.4186,-19.1397,-19.0469,-18.2608,-16.3096,-8.10664,-6.46527,-11.9738,-14.2999,-14.806,-15.7105,-17.682,-17.5684,-13.2272,-4.42111,-13.7434
18.8285,14.5082,7.19697,1.06714,-4.6527,-2.28339,-1.98203,-4.13763,-14.4862,-17.0606,-21.6954,-21.3348,-23.5748,-22.8383,-25.1643,-24.6178,-27.1055,-24.3945,-23.7792,-23.8983,-23.4737,-20.5646,-20.175,-20.5559,-16.1274,-18.3481,-19.1477,-20.5407,-13.4609,-9.50457,-9.73459,-14.4829,-14.4471,-14.8079,-19.8227,-18.8276,-16.5467,-13.2552,-4.64813,-14.073
15.6842,11.9551,0.601185,-3.69055,-10.0459,-7.90166,-13.4174,-10.3804,-12.5617,-15.7029,-18.4313,-24.092,-21.9638,-23.5629,-23.6526,-22.8143,-19.7132,-22.5063,-19.9837,-19.5275,-23.4772,-21.7127,-21.7757,-22.107,-17.4158,-15.3035,-16.0066,-16.9408,-14.6137,-8.66795,-7.16082,-14.5158,-14.7988,-14.4839,-16.4925,-18.5405,-16.9325,-12.3334,-4.94824,-15.111
12.9342,4.52847,-1.82356,-9.11258,-9.01654,-12.7977,-13.0298,-19.295,-14.9625,-15.4438,-18.3698,-16.9441,-24.4703,-24.4103,-25.1245,-27.8156,-24.4076,-23.3704,-18.2813,-17.0464,-22.6355,-22.4005,-20.0844,-19.0753,-16.6196,-16.9747,-17.5392,-17.5423,-16.4498,-5.52796,-7.20083,-13.4552,-14.7113,-15.3181,-16.3494,-17.6819,-16.2528,-13.4756,-4.98746,-12.895
7.88783,30.5041,34.2781,36.5098,29.5669,12.7672,1.43767,-3.91926,-6.92695,-8.55726,-5.38165,8.83097,15.2464,15.5569,14.784,-3.66045,2.57397,4.27689,-0.0922903,-3.06352,-14.2759,-14.7144,-17.6814,-19.2698,-17.4835,-20.0936,-19.7207,-13.8987,-11.6609,-5.09344,-4.44506,-12.2446,-16.7502,-15.3381,-16.7033,-16.3524,-16.1374,-12.8577,-5.63373,-13.7287
18.0743,43.7023,43.9511,39.4819,28.2611,5.11019,11.2026,-0.951903,1.82256,2.78327,0.967765,11.0591,15.9108,6.82502,2.20582,-9.67118,-11.3342,-7.26698,-15.1072,-16.8207,-20.2287,-15.8937,-18.0614,-20.9764,-18.5046,-16.7979,-17.3299,-17.5673,-16.1676,-8.07643,-6.75833,-12.8195,-14.4602,-15.631,-17.1338,-17.1149,-16.6199,-12.011,-4.62126,-14.1302
23.5179,46.6349,46.0524,38.9155,28.9949,24.3287,24.4054,19.3807,14.7759,10.3668,4.80138,7.03652,5.53131,5.61111,2.58152,1.41367,-0.826653,-3.64042,-4.07812,-7.02788,-7.49847,-10.4283,-11.6269,-12.0742,-13.9125,-12.3748,-14.6795,-15.6869,-14.1822,-11.2579,-10.4376,-14.286,-16.6328,-18.7416,-19.4004,-19.9205,-17.8771,-13.291,-6.0372,-15.0994
17.9284,48.0953,46.9158,32.8905,26.4086,25.1924,25.5402,18.2297,8.59031,2.80846,8.89225,8.66359,6.13853,1.10884,3.58726,-4.45495,-2.92265,-4.44323,-9.25368,-9.10907,-10.8759,-12.7034,-13.5192,-16.7057,-17.9453,-16.3786,-17.428,-17.8911,-17.3828,-10.7041,-9.8963,-15.7507,-16.0865,-14.588,-18.9297,-17.8837,-16.86,-13.8651,-6.69432,-14.4972
20.8669,48.2864,46.5669,22.4657,22.4996,16.9881,17.1925,17.387,13.4589,8.21977,2.62822,4.53822,3.40537,2.33158,-6.73731,-3.41513,-4.26993,-11.8822,-7.93844,-11.6618,-13.2658,-15.6168,-14.7281,-16.3473,-16.9108,-17.5759,-18.8138,-20.311,-19.1147,-11.906,-10.0723,-15.0097,-19.7183,-17.6892,-17.9805,-18.4694,-17.0552,-12.6758,-5.53539,-13.8253
24.0651,46.6029,44.6745,38.8211,24.6023,18.6985,17.7123,15.0255,14.1185,11.8984,10.0737,10.6396,16.874,16.6492,10.4251,-3.4085,-3.128,-0.769988,-1.25949,-2.14777,-6.07682,-11.0197,-11.8065,-12.6098,-12.3385,-13.2299,-6.12442,-12.2176,-13.7465,-5.44326,-7.39303,-12.5558,-15.151,-15.2436,-17.4151,-18.9203,-16.8324,-13.2462,-5.57839,-12.1048
